"compname","MLRARSYM","Count","total","percentmlra","ctotal","affinity"
"Enfield","149B",202747,20420367,0.9928665826623,1.77134055971409,56.05
"Enfield","144B",996,331949767,0.000300045398133989,1.77134055971409,0.02
"Enfield","144A",199905,194998048,0.102516410830943,1.77134055971409,5.79
"Enfield","145",168228,24898413,0.675657520822713,1.77134055971409,38.14
"Ennis","133C",135934,7084876,1.91865037581462,2.19759910954701,87.31
"Ennis","122",324830,192403601,0.168827401520411,2.19759910954701,7.68
"Ennis","123",25802,41335991,0.0624201800314888,2.19759910954701,2.84
"Ennis","125",67,72179215,9.28245063346838e-05,2.19759910954701,0
"Ennis","134",5084,10678804,0.0476083276741478,2.19759910954701,2.17
"Enoch","124",32596,127505241,0.0255644393472422,0.0344820282655575,74.14
"Enoch","139",52,85510805,6.08110285010181e-05,0.0344820282655575,0.18
"Enoch","126",14526,164009984,0.00885677788981432,0.0344820282655575,25.69
"Enosburg","144B",1730,331949767,0.000521163191537953,0.39326057235537,0.13
"Enosburg","143",8678,493943103,0.00175688251284278,0.39326057235537,0.45
"Enosburg","145",29215,24898413,0.117336795722683,0.39326057235537,29.84
"Enosburg","142",139259,51240559,0.27177494297047,0.39326057235537,69.11
"Enosburg","144A",3648,194998048,0.00187078795783638,0.39326057235537,0.48
"Ensign","94A",1312,91610663,0.00143214769660602,0.175442828030718,0.82
"Ensign","94C",58615,33684714,0.174010680334112,0.175442828030718,99.18
"Ensley","94C",123286,33684714,0.365999841946112,1.45095136695841,25.22
"Ensley","94A",34522,91610663,0.0376833862669458,1.45095136695841,2.6
"Ensley","141",56450,9138474,0.61771801287611,1.45095136695841,42.57
"Ensley","98",95970,175031822,0.054830029707398,1.45095136695841,3.78
"Ensley","99",163356,107369567,0.152143670282288,1.45095136695841,10.49
"Ensley","142",12366,51240559,0.0241332261812366,1.45095136695841,1.66
"Ensley","96",87522,44104308,0.198443199698315,1.45095136695841,13.68
"Entic Haplorthods","94A",222696,91610663,0.243089606283059,1.51843123925847,16.01
"Entic Haplorthods","96",403908,44104308,0.915801694473928,1.51843123925847,60.31
"Entic Haplorthods","94C",121110,33684714,0.359539938501482,1.51843123925847,23.68
"Enville","134",107990,10678804,1.01125556757105,3.15425174095915,32.06
"Enville","122",7132,192403601,0.00370679132975271,3.15425174095915,0.12
"Enville","133C",151566,7084876,2.13928938205835,3.15425174095915,67.82
"Epley","120A",91172,105159520,0.0866987601312749,0.0984792049265882,88.04
"Epley","122",22666,192403601,0.0117804447953134,0.0984792049265882,11.96
"Epoufette","94A",19079,91610663,0.0208261782801419,0.651732314480162,3.2
"Epoufette","96",20038,44104308,0.0454332034866072,0.651732314480162,6.97
"Epoufette","94C",146513,33684714,0.434953967547416,0.651732314480162,66.74
"Epoufette","98",110863,175031822,0.0633387681926776,0.651732314480162,9.72
"Epoufette","99",93605,107369567,0.0871801969733193,0.651732314480162,13.38
"Epworth","96",236662,44104308,0.536596107572984,0.536596107572984,100
"Erie","139",132463,85510805,0.154907909006353,1.11398205825529,13.91
"Erie","144A",217912,194998048,0.111750862244529,1.11398205825529,10.03
"Erie","140",1396296,203269067,0.686920061476939,1.11398205825529,61.66
"Erie","101",115919,72267250,0.160403225527469,1.11398205825529,14.4
"Erie Variant","101",753,72267250,0.00104196575904023,0.00306096454747861,34.04
"Erie Variant","140",4104,203269067,0.00201899878843838,0.00306096454747861,65.96
"Ernest","126",1769367,164009984,1.07881664082109,9.94062895514361,10.85
"Ernest","147",3687516,177749021,2.07456332488042,9.94062895514361,20.87
"Ernest","111A",21606,103233144,0.0209293247912705,9.94062895514361,0.21
"Ernest","127",7151858,183662793,3.89401570300632,9.94062895514361,39.17
"Ernest","130A",115,11575167,0.000993506184403214,9.94062895514361,0.01
"Ernest","139",329330,85510805,0.385132615696929,9.94062895514361,3.87
"Ernest","148",1305,99448051,0.0013122429116283,9.94062895514361,0.01
"Ernest","128",21178,4516193,0.468934786445132,9.94062895514361,4.72
"Ernest","124",2556627,127505241,2.00511522502828,9.94062895514361,20.17
"Ernest","125",3793,72179215,0.00525497541085754,9.94062895514361,0.05
"Ernest","140",11303,203269067,0.00556060996728046,9.94062895514361,0.06
"Ernest Variant","147",18554,177749021,0.010438313468967,0.0133363681816384,78.27
"Ernest Variant","140",687,203269067,0.000337975674380401,0.0133363681816384,2.53
"Ernest Variant","127",1347,183662793,0.000733409297548905,0.0133363681816384,5.5
"Ernest Variant","139",1562,85510805,0.00182666974074212,0.0133363681816384,13.7
"Esau","94A",3025,91610663,0.00330201736450701,0.388669694822003,0.85
"Esau","94C",129810,33684714,0.385367677457496,0.388669694822003,99.15
"Escarpments","149B",3536,20420367,0.0173160452992838,0.0173160452992838,100
"Escatawba","127",72,183662793,3.92022787108546e-05,0.0837311532477771,0.05
"Escatawba","147",141360,177749021,0.079527864178785,0.0837311532477771,94.98
"Escatawba","130A",482,11575167,0.0041640867902813,0.0837311532477771,4.97
"Essex","144B",429,331949767,0.000129236421485423,0.0111515527036482,1.16
"Essex","144A",19692,194998048,0.0100985626276628,0.0111515527036482,90.56
"Essex","145",230,24898413,0.000923753654499988,0.0111515527036482,8.28
"Essexville","99",98295,107369567,0.0915482876074186,0.0952389692775253,96.12
"Essexville","94A",93,91610663,0.000101516566908811,0.0952389692775253,0.11
"Essexville","94C",1209,33684714,0.00358916510319785,0.0952389692775253,3.77
"Esther","143",28587,493943103,0.00578750868801988,0.00578750868801988,100
"Etowah","125",71234,72179215,0.0986904609588785,2.01840439103055,4.89
"Etowah","121",15233,119946350,0.0126998445555034,2.01840439103055,0.63
"Etowah","123",103523,41335991,0.250442767901706,2.01840439103055,12.41
"Etowah","133C",104971,7084876,1.48162084982151,2.01840439103055,73.41
"Etowah","122",336611,192403601,0.17495046779296,2.01840439103055,8.67
"Eubanks","130A",10359,11575167,0.0894933092541991,0.332752978566371,26.89
"Eubanks","148",241917,99448051,0.243259669312172,0.332752978566371,73.11
"Euclid","126",7197,164009984,0.00438814749228925,0.208359383368889,2.11
"Euclid","114A",673,24974392,0.00269476029686729,0.208359383368889,1.29
"Euclid","111A",64798,103233144,0.0627686007509371,0.208359383368889,30.13
"Euclid","111E",3632,29389481,0.0123581631128498,0.208359383368889,5.93
"Euclid","124",64585,127505241,0.0506528198319315,0.208359383368889,24.31
"Euclid","139",64558,85510805,0.075496891884014,0.208359383368889,36.23
"Eutroboralfs","94A",9114,91610663,0.00994862355706344,0.0851340622697092,11.69
"Eutroboralfs","94C",25326,33684714,0.0751854387126457,0.0851340622697092,88.31
"Eutrudepts","140",49,203269067,2.41059796865206e-05,0.169674649121457,0.01
"Eutrudepts","139",69162,85510805,0.0808810067920656,0.169674649121457,47.67
"Eutrudepts","143",15907,493943103,0.00322041140029847,0.169674649121457,1.9
"Eutrudepts","101",61824,72267250,0.0855491249494065,0.169674649121457,50.42
"Evansville","111A",2564,103233144,0.00248369845250475,0.919139049244034,0.27
"Evansville","113",4100,28309658,0.0144826899710339,0.919139049244034,1.58
"Evansville","120B",2552,24321372,0.0104928291052002,0.919139049244034,1.14
"Evansville","115",250010,33107001,0.755157496748195,0.919139049244034,82.16
"Evansville","111D",417,41553717,0.00100352033489567,0.919139049244034,0.11
"Evansville","114A",33845,24974392,0.135518814632204,0.919139049244034,14.74
"Evard","130A",42623,11575167,0.36822794867668,0.381715313466535,96.47
"Evard","128",361,4516193,0.00799345820694554,0.381715313466535,2.09
"Evard","136",627,11412644,0.00549390658290927,0.381715313466535,1.44
"Evart","98",2514,175031822,0.00143631024991558,0.164534010140867,0.87
"Evart","99",8648,107369567,0.00805442383874008,0.164534010140867,4.9
"Evart","94C",31931,33684714,0.0947937393798267,0.164534010140867,57.61
"Evart","94A",55195,91610663,0.060249536672385,0.164534010140867,36.62
"Evendale","147",108761,177749021,0.0611879600732091,0.0611879600732091,100
"Evesboro","153C",53153,23918134,0.222228874543474,5.38399052677878,4.13
"Evesboro","153D",1806291,62896151,2.87186254052335,5.38399052677878,53.34
"Evesboro","148",571,99448051,0.000574169120720123,5.38399052677878,0.01
"Evesboro","149B",81987,20420367,0.401496212090605,5.38399052677878,7.46
"Evesboro","149A",588044,31149224,1.88782873050064,5.38399052677878,35.06
"Ezel","124",41514,127505241,0.0325586616474847,0.0909138936392755,35.81
"Ezel","125",33945,72179215,0.0470287741422513,0.0909138936392755,51.73
"Ezel","121",2239,119946350,0.00186666788943557,0.0909138936392755,2.05
"Ezel","126",15515,164009984,0.00945978996010389,0.0909138936392755,10.41
"Fabius","99",19254,107369567,0.017932455665021,0.0350801946630187,51.12
"Fabius","98",30014,175031822,0.0171477389979977,0.0350801946630187,48.88
"Factoryville","143",150,493943103,3.03678701228874e-05,0.0235156698161848,0.13
"Factoryville","142",12034,51240559,0.0234853019460619,0.0235156698161848,99.87
"Fahey","143",3682,493943103,0.000745429985283143,0.185386272798883,0.4
"Fahey","142",94611,51240559,0.1846408428136,0.185386272798883,99.6
"Fairfax","149A",5510,31149224,0.0176890441957719,0.0585978398844878,30.19
"Fairfax","148",40683,99448051,0.0409087956887159,0.0585978398844878,69.81
"Fairmount","111A",5525,103233144,0.00535196331906737,7.37725257204002,0.07
"Fairmount","122",96583,192403601,0.0501981249301046,7.37725257204002,0.68
"Fairmount","121",8512255,119946350,7.09671865796667,7.37725257204002,96.2
"Fairmount","114A",43843,24974392,0.175551821241534,7.37725257204002,2.38
"Fairmount","114B",3091,52719090,0.00586315127973567,7.37725257204002,0.08
"Fairmount","124",1076,127505241,0.000843886879912646,7.37725257204002,0.01
"Fairmount","111D",1055,41553717,0.0025388823820502,7.37725257204002,0.03
"Fairmount","125",29006,72179215,0.0401860840409528,7.37725257204002,0.54
"Fairplay","147",32158,177749021,0.0180918014732694,0.0180918014732694,100
"Fairpoint","111D",42,41553717,0.000101073990565032,5.68805916759462,0
"Fairpoint","124",844731,127505241,0.662506884716998,5.68805916759462,11.65
"Fairpoint","120B",54551,24321372,0.224292445343955,5.68805916759462,3.94
"Fairpoint","120A",975685,105159520,0.92781423878694,5.68805916759462,16.31
"Fairpoint","139",265212,85510805,0.310150278669462,5.68805916759462,5.45
"Fairpoint","126",1802794,164009984,1.0991977171341,5.68805916759462,19.32
"Fairpoint","147",1098,177749021,0.000617724921252871,5.68805916759462,0.01
"Fairpoint","127",298070,183662793,0.162291989102006,5.68805916759462,2.85
"Fairpoint","115",292361,33107001,0.883079080463978,5.68805916759462,15.53
"Fairpoint","114B",467,52719090,0.000885827126378699,5.68805916759462,0.02
"Fairpoint","114A",276971,24974392,1.10901999135755,5.68805916759462,19.5
"Fairpoint","125",53186,72179215,0.0736860327450222,5.68805916759462,1.3
"Fairpoint","122",145,192403601,7.53624148645742e-05,5.68805916759462,0
"Fairpoint","113",66341,28309658,0.234340520821551,5.68805916759462,4.12
"Fairport","94C",11456,33684714,0.0340094916643793,0.0871757917489011,39.01
"Fairport","94A",48706,91610663,0.0531663000845218,0.0871757917489011,60.99
"Fairview","148",21022,99448051,0.02113867470364,0.02113867470364,100
"Falaya","120A",1132,105159520,0.00107645983929938,4.8073542640124,0.02
"Falaya","134",489509,10678804,4.58393093458781,4.8073542640124,95.35
"Falaya","133C",15753,7084876,0.222346869585297,4.8073542640124,4.63
"Falkner","133C",1465,7084876,0.0206778495488136,0.0206778495488136,100
"Fallsington","153D",2488144,62896151,3.95595590579144,17.7600822343207,22.27
"Fallsington","149A",1481249,31149224,4.75533194663212,17.7600822343207,26.78
"Fallsington","148",70781,99448051,0.0711738433164467,17.7600822343207,0.4
"Fallsington","144A",508,194998048,0.000260515428339057,17.7600822343207,0
"Fallsington","153C",2147217,23918134,8.97736002315231,17.7600822343207,50.55
"Farmerstown","120A",29486,105159520,0.028039306379489,0.0441225731933423,63.55
"Farmerstown","124",16487,127505241,0.0129304488746467,0.0441225731933423,29.31
"Farmerstown","139",2696,85510805,0.00315281793920663,0.0441225731933423,7.15
"Farmington","101",405306,72267250,0.560843258875908,2.6658427343524,21.04
"Farmington","144A",841562,194998048,0.431574576582428,2.6658427343524,16.19
"Farmington","143",43550,493943103,0.00881680495901165,2.6658427343524,0.33
"Farmington","140",53571,203269067,0.0263547232201346,2.6658427343524,0.99
"Farmington","144B",191469,331949767,0.0576801127864627,2.6658427343524,2.16
"Farmington","148",2551,99448051,0.00256515836594927,2.6658427343524,0.1
"Farmington","142",793097,51240559,1.5477914673023,2.6658427343524,58.06
"Farmington","145",6307,24898413,0.0253309317344844,2.6658427343524,0.95
"Farmington","141",136,9138474,0.0014882134588335,2.6658427343524,0.06
"Farmington","147",6039,177749021,0.00339748706689079,2.6658427343524,0.13
"Farnham","101",27841,72267250,0.0385250580311275,0.0463491702950954,83.12
"Farnham","140",15904,203269067,0.00782411226396784,0.0463491702950954,16.88
"Fauquier","136",26661,11412644,0.2336093196283,1.22189387013865,19.12
"Fauquier","147",1004,177749021,0.000564841366974392,1.22189387013865,0.05
"Fauquier","148",391757,99448051,0.393931299870321,1.22189387013865,32.24
"Fauquier","130A",68732,11575167,0.593788409273058,1.22189387013865,48.6
"Faxon","97",20,34895370,5.73141938314453e-05,0.270101288957004,0.02
"Faxon","98",113389,175031822,0.0647819343387741,0.270101288957004,23.98
"Faxon","111C",7844,28641418,0.0273869121982717,0.270101288957004,10.14
"Faxon","108",38486,51640704,0.0745264820557055,0.270101288957004,27.59
"Faxon","110",58413,56520334,0.103348646170421,0.270101288957004,38.26
"Fayette","114B",66700,52719090,0.126519634538457,2.27347159148066,5.57
"Fayette","108",261914,51640704,0.507185184772074,2.27347159148066,22.31
"Fayette","115",542853,33107001,1.63969246263049,2.27347159148066,72.12
"Fayette","110",42,56520334,7.43095396428478e-05,2.27347159148066,0
"Faywood","114A",7726,24974392,0.0309356880439772,15.573167975174,0.2
"Faywood","134",475,10678804,0.00444806365956337,15.573167975174,0.03
"Faywood","120A",179491,105159520,0.170684499130464,15.573167975174,1.1
"Faywood","124",22450,127505241,0.017607119381077,15.573167975174,0.11
"Faywood","127",21775,183662793,0.0118559669295675,15.573167975174,0.08
"Faywood","122",575250,192403601,0.298980890695492,15.573167975174,1.92
"Faywood","147",43955,177749021,0.0247286875352185,15.573167975174,0.16
"Faywood","126",11018,164009984,0.00671788371127455,15.573167975174,0.04
"Faywood","121",17648818,119946350,14.713926684722,15.573167975174,94.48
"Faywood","125",211689,72179215,0.293282491365416,15.573167975174,1.88
"Featherstone","149A",176,31149224,0.000565022101353151,0.000565022101353151,100
"Fedscreek","124",1005810,127505241,0.788838162346597,1.55664091553531,50.68
"Fedscreek","125",554194,72179215,0.767802753188712,1.55664091553531,49.32
"Feedstone","147",5847,177749021,0.00328946959432199,0.00328946959432199,100
"Feldhauser","94A",18611,91610663,0.0203153207176331,0.0203153207176331,100
"Feliciana","133C",19194,7084876,0.270915115522135,4.91247422644879,5.51
"Feliciana","134",495663,10678804,4.64155911092665,4.91247422644879,94.49
"Fenwick","147",23475,177749021,0.0132068237945457,1.09476383450463,1.21
"Fenwick","126",6096,164009984,0.00371684689634504,1.09476383450463,0.34
"Fenwick","127",1623154,183662793,0.883768548592202,1.09476383450463,80.73
"Fenwick","139",101617,85510805,0.118835274676691,1.09476383450463,10.85
"Fenwick","125",54305,72179215,0.0752363405448508,1.09476383450463,6.87
"Fern","97",103536,34895370,0.296704118626626,3.07065704476695,9.66
"Fern","96",981623,44104308,2.22568507366673,3.07065704476695,72.48
"Fern","99",9340,107369567,0.00869892676385665,3.07065704476695,0.28
"Fern","98",828862,175031822,0.473549318363377,3.07065704476695,15.42
"Fern","94A",60481,91610663,0.0660196073463632,3.07065704476695,2.15
"Fernlake","142",8276,51240559,0.0161512679828493,0.0317245191392684,50.91
"Fernlake","143",76923,493943103,0.0155732511564191,0.0317245191392684,49.09
"Fibrists","141",6239,9138474,0.0682717924239868,0.0967443161597367,70.57
"Fibrists","142",74,51240559,0.000144416847599184,0.0967443161597367,0.15
"Fibrists","140",4759,203269067,0.00234123178220718,0.0967443161597367,2.42
"Fibrists","101",18780,72267250,0.0259868751059436,0.0967443161597367,26.86
"Fieldon","97",2591,34895370,0.00742505381086373,0.376057227552003,1.97
"Fieldon","98",330354,175031822,0.188739393914325,0.376057227552003,50.19
"Fieldon","110",101676,56520334,0.179892779826814,0.376057227552003,47.84
"Figgs","153D",200984,62896151,0.319548965722879,0.319548965722879,100
"Filer","97",458807,34895370,1.3148076664612,2.48554391052803,52.9
"Filer","98",1505599,175031822,0.860185869515773,2.48554391052803,34.61
"Filer","99",3975,107369567,0.0037021663689861,2.48554391052803,0.15
"Filer","96",106314,44104308,0.241051282337317,2.48554391052803,9.7
"Filer","94A",60277,91610663,0.0657969258447567,2.48554391052803,2.65
"Filion","99",14640,107369567,0.0136351485891715,0.0136351485891715,100
"Fill Land","111A",4923,103233144,0.00476881727054637,0.179238664633749,2.66
"Fill Land","111D",713,41553717,0.00171585131602066,0.179238664633749,0.96
"Fill Land","149B",35277,20420367,0.172753996047182,0.179238664633749,96.38
"Fincastle","120C",236,9696412,0.00243388997909742,13.9683420871535,0.02
"Fincastle","110",27833,56520334,0.0492442242114139,13.9683420871535,0.35
"Fincastle","111D",4523686,41553717,10.8863570495992,13.9683420871535,77.94
"Fincastle","108",312414,51640704,0.604976260586997,13.9683420871535,4.33
"Fincastle","121",6569,119946350,0.00547661517003227,13.9683420871535,0.04
"Fincastle","113",911,28309658,0.00321798306429558,13.9683420871535,0.02
"Fincastle","111A",1914913,103233144,1.85494011496928,13.9683420871535,13.28
"Fincastle","111C",49393,28641418,0.172453053825757,13.9683420871535,1.23
"Fincastle","114A",64438,24974392,0.258016291247451,13.9683420871535,1.85
"Fincastle","111B",57513,91807049,0.0626455164679131,13.9683420871535,0.45
"Fincastle","115",9491,33107001,0.0286676525004485,13.9683420871535,0.21
"Fincastle","114B",21042,52719090,0.0399134355316072,13.9683420871535,0.29
"Fincastle, Bedrock Substratum","111A",102,103233144,9.88054766597053e-05,0.176696725706034,0.06
"Fincastle, Bedrock Substratum","111D",73383,41553717,0.176597920229374,0.176696725706034,99.94
"Finch","96",53794,44104308,0.121969944523333,0.773656182336909,15.77
"Finch","94C",142194,33684714,0.42213212794385,0.773656182336909,54.56
"Finch","144B",162296,331949767,0.0488917348750542,0.773656182336909,6.32
"Finch","144A",151665,194998048,0.0777777016516596,0.773656182336909,10.05
"Finch","94A",89252,91610663,0.0974253401047867,0.773656182336909,12.59
"Finch","143",26966,493943103,0.00545933323822521,0.773656182336909,0.71
"Fine-Loamy, Mixed, Active, Mesic Typic Argiaquolls","101",14094,72267250,0.0195026101034701,0.0221400010646831,88.09
"Fine-Loamy, Mixed, Active, Mesic Typic Argiaquolls","140",5361,203269067,0.002637390961213,0.0221400010646831,11.91
"Fine-Silty Lithic Dystrudepts","124",58473,127505241,0.0458592913839518,0.0459853664597198,99.73
"Fine-Silty Lithic Dystrudepts","125",91,72179215,0.000126075075768003,0.0459853664597198,0.27
"Fine, Mixed, Active, Mesic Oxyaquic Paleudalfs","122",40,192403601,2.07896316867791e-05,0.753885329903233,0
"Fine, Mixed, Active, Mesic Oxyaquic Paleudalfs","121",904233,119946350,0.753864540271546,0.753885329903233,100
"Fishcreek","141",15703,9138474,0.171833940765165,0.171833940765165,100
"Fishhook","108",18651,51640704,0.0361168585153293,0.329993254557175,10.94
"Fishhook","113",41611,28309658,0.146985173752364,0.329993254557175,44.54
"Fishhook","114B",71567,52719090,0.135751584482964,0.329993254557175,41.14
"Fishhook","115",3688,33107001,0.0111396378065171,0.329993254557175,3.38
"Fishkill","149B",387,20420367,0.00189516672251777,0.00189516672251777,100
"Fitchville","114A",4387,24974392,0.0175659931981527,2.76233565844082,0.64
"Fitchville","111A",27296,103233144,0.0264411204990521,2.76233565844082,0.96
"Fitchville","111D",43,41553717,0.000103480514149913,2.76233565844082,0
"Fitchville","99",5267,107369567,0.00490548685923265,2.76233565844082,0.18
"Fitchville","139",1332050,85510805,1.55775635605348,2.76233565844082,56.39
"Fitchville","101",3051,72267250,0.00422182939021479,2.76233565844082,0.15
"Fitchville","124",734776,127505241,0.576271213824065,2.76233565844082,20.86
"Fitchville","121",657,119946350,0.000547744887610169,2.76233565844082,0.02
"Fitchville","111B",18459,91807049,0.0201062992450612,2.76233565844082,0.73
"Fitchville","126",139665,164009984,0.0851564012103068,2.76233565844082,3.08
"Fitchville","111E",137913,29389481,0.469259732759486,2.76233565844082,16.99
"Fitchville Variant","126",2405,164009984,0.00146637414463744,0.00292043202136425,50.21
"Fitchville Variant","124",1854,127505241,0.00145405787672681,0.00292043202136425,49.79
"Fiveblock","125",324901,72179215,0.450130969143956,0.539266629013881,83.47
"Fiveblock","124",56883,127505241,0.0446122838197686,0.539266629013881,8.27
"Fiveblock","126",7418,164009984,0.00452289538666134,0.539266629013881,0.84
"Fiveblock","127",73466,183662793,0.0400004806634951,0.539266629013881,7.42
"Flackville","143",521,493943103,0.000105477735560162,0.102284300570026,0.1
"Flackville","142",52357,51240559,0.102178822834466,0.102284300570026,99.9
"Flairmont","148",2902,99448051,0.00291810645942171,0.109517000453781,2.66
"Flairmont","130A",12339,11575167,0.106598893994359,0.109517000453781,97.34
"Flanagan","110",21890,56520334,0.0387294243519509,2.68311783096796,1.44
"Flanagan","108",1365495,51640704,2.64422227861185,2.68311783096796,98.55
"Flanagan","115",55,33107001,0.000166128004164436,2.68311783096796,0.01
"Flatbush","149B",169577,20420367,0.830430716548826,0.846010359684536,98.16
"Flatbush","144A",30380,194998048,0.0155796431357097,0.846010359684536,1.84
"Flatiron","127",6068,183662793,0.00330388093357591,0.004457032288376,74.13
"Flatiron","140",2344,203269067,0.00115315135480009,0.004457032288376,25.87
"Flatland","149B",387,20420367,0.00189516672251777,0.00189516672251777,100
"Flatrock","99",9613,107369567,0.00895318875599079,0.0117884830262597,75.95
"Flatrock","111B",2603,91807049,0.00283529427026894,0.0117884830262597,24.05
"Flatrock, Limestone Substratum","99",1793,107369567,0.00166993315713008,0.00693423481222413,24.08
"Flatrock, Limestone Substratum","111B",4833,91807049,0.00526430165509404,0.00693423481222413,75.92
"Flatwoods","128",17627,4516193,0.39030661444274,0.390312802943772,100
"Flatwoods","147",11,177749021,6.18850103258797e-06,0.390312802943772,0
"Fletcherville","136",337,11412644,0.00295286526067053,0.0149812558422014,19.71
"Fletcherville","148",11962,99448051,0.0120283905815309,0.0149812558422014,80.29
"Flink","94A",1436,91610663,0.0015675031191511,0.0015675031191511,100
"Floraville","114B",8513,52719090,0.0161478508069847,0.0161478508069847,100
"Flume","136",7614,11412644,0.0667154780259509,0.0673771300074462,99.02
"Flume","148",658,99448051,0.000661651981495344,0.0673771300074462,0.98
"Fluvaquentic Eutrudepts","99",5808,107369567,0.00540935403045818,0.00540935403045818,100
"Fluvaquentic Hapludolls","144A",562,194998048,0.00028820801324124,0.00028820801324124,100
"Fluvaquentic Humaquepts","144A",13,194998048,6.66673340237744e-06,6.66673340237744e-06,100
"Fluvaquents","97",18592,34895370,0.0532792745857115,5.82860015194318,0.91
"Fluvaquents","144A",252197,194998048,0.129333089529183,5.82860015194318,2.22
"Fluvaquents","94A",61307,91610663,0.0669212491126715,5.82860015194318,1.15
"Fluvaquents","143",350240,493943103,0.0709069522122672,5.82860015194318,1.22
"Fluvaquents","110",6116,56520334,0.0108208843918014,5.82860015194318,0.19
"Fluvaquents","142",265455,51240559,0.518056409181641,5.82860015194318,8.89
"Fluvaquents","139",41136,85510805,0.0481062013157285,5.82860015194318,0.83
"Fluvaquents","141",54652,9138474,0.59804295553065,5.82860015194318,10.26
"Fluvaquents","130A",13665,11575167,0.118054452259738,5.82860015194318,2.03
"Fluvaquents","124",2575,127505241,0.00201952482878723,5.82860015194318,0.03
"Fluvaquents","126",1879947,164009984,1.14623936552545,5.82860015194318,19.67
"Fluvaquents","101",284040,72267250,0.393041107832386,5.82860015194318,6.74
"Fluvaquents","96",15217,44104308,0.0345022985056244,5.82860015194318,0.59
"Fluvaquents","148",65499,99448051,0.0658625275622546,5.82860015194318,1.13
"Fluvaquents","99",93297,107369567,0.0868933372898859,5.82860015194318,1.49
"Fluvaquents","94C",38551,33684714,0.114446570631415,5.82860015194318,1.96
"Fluvaquents","140",768769,203269067,0.378202650971975,5.82860015194318,6.49
"Fluvaquents","115",91542,33107001,0.276503450131288,5.82860015194318,4.74
"Fluvaquents","144B",18081,331949767,0.00544690847757094,5.82860015194318,0.09
"Fluvaquents","147",1545120,177749021,0.869270610497483,5.82860015194318,14.91
"Fluvaquents","114B",2479,52719090,0.00470228146957772,5.82860015194318,0.08
"Fluvaquents","127",102017,183662793,0.0555458176006286,5.82860015194318,0.95
"Fluvaquents","128",2792,4516193,0.061821981478648,5.82860015194318,1.06
"Fluvaquents","145",10631,24898413,0.0426975004390842,5.82860015194318,0.73
"Fluvaquents","98",23687,175031822,0.0135329677365754,5.82860015194318,0.23
"Fluvaquents","149A",175181,31149224,0.56239282237015,5.82860015194318,9.65
"Fluvaquents","125",1695,72179215,0.00234832146622819,5.82860015194318,0.04
"Fluvaquents","153D",62650,62896151,0.0996086390087686,5.82860015194318,1.71
"Fluventic Endoaquepts","114A",499,24974392,0.0019980466391334,0.0058670717911684,34.06
"Fluventic Endoaquepts","120B",941,24321372,0.00386902515203501,0.0058670717911684,65.94
"Fluventic Eutrudepts","120A",1367,105159520,0.00129992985894192,0.00345959391307959,37.57
"Fluventic Eutrudepts","115",715,33107001,0.00215966405413767,0.00345959391307959,62.43
"Fluventic Hapludolls","144A",746,194998048,0.000382567932167198,0.000382567932167198,100
"Fluvents","147",962,177749021,0.000541212544849966,0.236593596617708,0.23
"Fluvents","148",9046,99448051,0.0090962064203752,0.236593596617708,3.84
"Fluvents","127",180,183662793,9.80056967771366e-05,0.236593596617708,0.04
"Fluvents","140",104580,203269067,0.0514490480738026,0.236593596617708,21.75
"Fluvents","149A",5548,31149224,0.0178110376040186,0.236593596617708,7.53
"Fluvents","115",52176,33107001,0.157598086277884,0.236593596617708,66.61
"Fogg","96",156705,44104308,0.355305427306557,0.38161022547181,93.11
"Fogg","94A",24098,91610663,0.0263047981652529,0.38161022547181,6.89
"Fonda","142",52722,51240559,0.102891149177354,0.961205432132385,10.7
"Fonda","143",2856,493943103,0.000578204247139776,0.961205432132385,0.06
"Fonda","141",6452,9138474,0.0706025973264245,0.961205432132385,7.35
"Fonda","140",32420,203269067,0.0159493032946326,0.961205432132385,1.66
"Fonda","101",554497,72267250,0.767286703174675,0.961205432132385,79.83
"Fonda","144A",7600,194998048,0.00389747491215912,0.961205432132385,0.41
"Foresman","111C",42623,28641418,0.148815955969778,0.257716029953433,57.74
"Foresman","110",30827,56520334,0.0545414328230969,0.257716029953433,21.16
"Foresman","111D",22584,41553717,0.0543489286409685,0.257716029953433,21.09
"Foresman","98",17,175031822,9.71251958972352e-06,0.257716029953433,0
"Forestdale","122",5502,192403601,0.00285961383851646,0.00285961383851646,100
"Fort Knox","144B",57942,331949767,0.0174550506613249,0.0356049759364743,49.02
"Fort Knox","144A",35392,194998048,0.0181499252751494,0.0356049759364743,50.98
"Fort Mott","149A",61756,31149224,0.198258550517984,1.33825796321715,14.81
"Fort Mott","153C",73473,23918134,0.307185334775698,1.33825796321715,22.95
"Fort Mott","153D",523808,62896151,0.832814077923465,1.33825796321715,62.23
"Fort Neck","145",2877,24898413,0.0115549533217238,0.0895377072680997,12.91
"Fort Neck","144A",18739,194998048,0.00960983978670392,0.0895377072680997,10.73
"Fort Neck","149B",13962,20420367,0.0683729141596721,0.0895377072680997,76.36
"Fortress","144A",11004,194998048,0.00564313341228934,0.10538668846201,5.35
"Fortress","149B",20368,20420367,0.0997435550497207,0.10538668846201,94.65
"Fortress Family","99",89253,107369567,0.0831269069009098,0.0831269069009098,100
