"compname","MLRARSYM","Count","total","percentmlra","ctotal","affinity"
"Ultic Hapludalfs","120A",850735,105159520,0.808994753874875,0.808994753874875,100
"Ultic Udarents","122",1409,192403601,0.000732314776166793,0.00453985039521648,16.13
"Ultic Udarents","121",4567,119946350,0.00380753561904968,0.00453985039521648,83.87
"Unadilla","144B",36192,331949767,0.0109028544671339,0.699012441107331,1.56
"Unadilla","101",18425,72267250,0.0254956429087865,0.699012441107331,3.65
"Unadilla","139",22997,85510805,0.0268936773545753,0.699012441107331,3.85
"Unadilla","144A",66176,194998048,0.0339367499719792,0.699012441107331,4.85
"Unadilla","140",412203,203269067,0.202786880504548,0.699012441107331,29.01
"Unadilla","127",3433,183662793,0.00186918642797728,0.699012441107331,0.27
"Unadilla","143",17720,493943103,0.00358745772385043,0.699012441107331,0.51
"Unadilla","145",72598,24898413,0.291576816562566,0.699012441107331,41.71
"Unadilla","147",170870,177749021,0.0961299246762096,0.699012441107331,13.75
"Unadilla","141",165,9138474,0.0018055530934377,0.699012441107331,0.26
"Unadilla","148",1849,99448051,0.00185926217900439,0.699012441107331,0.27
"Unadilla","130A",251,11575167,0.00216843523726267,0.699012441107331,0.31
"Unadilla Variant","144B",2078,331949767,0.00062599833064501,0.0342747292758663,1.83
"Unadilla Variant","145",8378,24898413,0.0336487309452213,0.0342747292758663,98.17
"Unaka","130A",1811,11575167,0.0156455626082976,0.0156455626082976,100
"Ungers","140",151,203269067,7.42857741360125e-05,0.95819979137383,0.01
"Ungers","147",536885,177749021,0.302046670625545,0.95819979137383,31.52
"Ungers","148",399627,99448051,0.401844979345045,0.95819979137383,41.94
"Ungers","127",466933,183662793,0.254233855629104,0.95819979137383,26.53
"Unicorn","153D",39551,62896151,0.0628830212519682,1.44389351355178,4.36
"Unicorn","149A",9783,31149224,0.0314068819178288,1.44389351355178,2.18
"Unicorn","153C",322800,23918134,1.34960361038198,1.44389351355178,93.47
"Uniontown","122",16597,192403601,0.00862613792763681,3.07920060068889,0.28
"Uniontown","113",74936,28309658,0.264701184309609,3.07920060068889,8.6
"Uniontown","114B",2149,52719090,0.00407632225821804,3.07920060068889,0.13
"Uniontown","134",25073,10678804,0.234792210813121,3.07920060068889,7.63
"Uniontown","120B",12266,24321372,0.0504330101114361,3.07920060068889,1.64
"Uniontown","115",402685,33107001,1.21631373376284,3.07920060068889,39.5
"Uniontown","111D",42481,41553717,0.10223152840936,3.07920060068889,3.32
"Uniontown","121",15215,119946350,0.0126848378462538,3.07920060068889,0.41
"Uniontown","111B",5,91807049,5.44620489871099e-06,3.07920060068889,0
"Uniontown","111A",380,103233144,0.000368098834614589,3.07920060068889,0.01
"Uniontown","124",8736,127505241,0.00685148306962535,3.07920060068889,0.22
"Uniontown","120A",1228834,105159520,1.16854280049966,3.07920060068889,37.95
"Uniontown","114A",2391,24974392,0.00957380664161914,3.07920060068889,0.31
"Unison","136",20965,11412644,0.183699763174949,0.728201324280875,25.23
"Unison","148",53179,99448051,0.0534741500363843,0.728201324280875,7.34
"Unison","147",140696,177749021,0.0791543037528179,0.728201324280875,10.87
"Unison","130A",47675,11575167,0.411873107316724,0.728201324280875,56.56
"Unnamed","139",5785,85510805,0.00676522692073826,9.49210032316741,0.07
"Unnamed","147",556229,177749021,0.312929430986852,9.49210032316741,3.3
"Unnamed","111A",9,103233144,8.71813029350341e-06,9.49210032316741,0
"Unnamed","143",19389,493943103,0.00392535089208443,9.49210032316741,0.04
"Unnamed","124",713674,127505241,0.55972130588734,9.49210032316741,5.9
"Unnamed","111E",3504,29389481,0.0119226331353044,9.49210032316741,0.13
"Unnamed","148",435525,99448051,0.437942217691124,9.49210032316741,4.61
"Unnamed","145",1529135,24898413,6.14149584553843,9.49210032316741,64.7
"Unnamed","149A",5747,31149224,0.0184498978208895,9.49210032316741,0.19
"Unnamed","144A",3511716,194998048,1.80089802745102,9.49210032316741,18.97
"Unnamed","144B",317256,331949767,0.0955734968176676,9.49210032316741,1.01
"Unnamed","142",106,51240559,0.000206867376290723,9.49210032316741,0
"Unnamed","126",50784,164009984,0.0309639686325437,9.49210032316741,0.33
"Unnamed","127",116238,183662793,0.0632888121221156,9.49210032316741,0.67
"Unnamed","130A",927,11575167,0.00800852376471113,9.49210032316741,0.08
"Unnamed Hydric Soils (133fp)","133C",48308,7084876,0.681846795907226,0.681991803588241,99.98
"Unnamed Hydric Soils (133fp)","122",279,192403601,0.000145007681015284,0.681991803588241,0.02
"Unnamed Soils","147",12526,177749021,0.00704701490310881,0.0115998649829392,60.75
"Unnamed Soils","130A",527,11575167,0.00455285007983038,0.0115998649829392,39.25
"Unnamed, No Fragipan","111E",131,29389481,0.000445737711394087,0.0622415730743131,0.72
"Unnamed, No Fragipan","139",8,85510805,9.35554284631048e-06,0.0622415730743131,0.02
"Unnamed, No Fragipan","124",78781,127505241,0.0617864798200727,0.0622415730743131,99.27
"Upshur","111A",1573,103233144,0.00152373543907565,12.3619708652412,0.01
"Upshur","127",165026,183662793,0.0898527117574652,12.3619708652412,0.73
"Upshur","125",230736,72179215,0.319670974531934,12.3619708652412,2.59
"Upshur","126",17673611,164009984,10.7759360552099,12.3619708652412,87.17
"Upshur","114A",34,24974392,0.000136139450361795,12.3619708652412,0
"Upshur","121",4615,119946350,0.00384755351038193,12.3619708652412,0.03
"Upshur","124",1444107,127505241,1.13258638521377,12.3619708652412,9.16
"Upshur","111E",2356,29389481,0.00801647364919442,12.3619708652412,0.06
"Upshur","139",25996,85510805,0.0304008364790859,12.3619708652412,0.25
"Upshur Variant","126",2768,164009984,0.00168770213403594,0.00168770213403594,100
"Urban Land","111A",30,103233144,2.9060434311678e-05,0.0119736588146969,0.24
"Urban Land","120C",78,9696412,0.000804421264277962,0.0119736588146969,6.72
"Urban Land","114B",5873,52719090,0.0111401771161073,0.0119736588146969,93.04
"Urbana","149A",38,31149224,0.000121993408246703,0.000453824949118228,26.88
"Urbana","148",330,99448051,0.000331831540871525,0.000453824949118228,73.12
"Ursa","115",47042,33107001,0.142090792216426,0.216892917973908,65.51
"Ursa","114B",39435,52719090,0.0748021257574818,0.216892917973908,34.49
"Uwihreh","101",291,72267250,0.000402672026402001,0.000402672026402001,100
"Valley","139",18790,85510805,0.0219738312602717,0.0219738312602717,100
"Vallonia","114B",50227,52719090,0.0952728888150383,0.103425239022055,92.12
"Vallonia","111A",2764,103233144,0.00267743468124927,0.103425239022055,2.59
"Vallonia","120C",9,9696412,9.28178381859187e-05,0.103425239022055,0.09
"Vallonia","120B",1309,24321372,0.00538209768758111,0.103425239022055,5.2
"Valois","144A",37699,194998048,0.0193330140412483,2.46334299286399,0.78
"Valois","140",2071268,203269067,1.01897845578245,2.46334299286399,41.37
"Valois","139",1158152,85510805,1.35439258231752,2.46334299286399,54.98
"Valois","127",5118,183662793,0.00278662864502992,2.46334299286399,0.11
"Valois","101",49035,72267250,0.0678523120777392,2.46334299286399,2.75
"Vandalia","127",90052,183662793,0.049031161145415,2.03128456886316,2.41
"Vandalia","125",55489,72179215,0.0768767019702279,2.03128456886316,3.78
"Vandalia","124",83202,127505241,0.0652537882736914,2.03128456886316,3.21
"Vandalia","126",3014224,164009984,1.83782957993582,2.03128456886316,90.48
"Vandalia","111E",674,29389481,0.00229333753801232,2.03128456886316,0.11
"Vandergrift","139",241,85510805,0.000281835728245103,0.122679486841961,0.23
"Vandergrift","126",156212,164009984,0.0952454211567998,0.122679486841961,77.64
"Vandergrift","127",1385,183662793,0.000754099389090745,0.122679486841961,0.61
"Vandergrift","124",33659,127505241,0.026398130567825,0.122679486841961,21.52
"Vanderlip","130A",6214,11575167,0.0536838906946224,0.283366586053829,18.95
"Vanderlip","127",8,183662793,4.35580874565051e-06,0.283366586053829,0
"Vanderlip","147",408251,177749021,0.229678339550461,0.283366586053829,81.05
"Vanella","130A",18082,11575167,0.156213728925034,0.194243192952293,80.42
"Vanella","147",67597,177749021,0.038029464027259,0.194243192952293,19.58
"Vanlue","111B",55,91807049,5.99082538858209e-05,0.00737483018143723,0.81
"Vanlue","99",7854,107369567,0.00731492192755141,0.00737483018143723,99.19
"Vanmeter","115",3349,33107001,0.0101156851990309,0.0101156851990309,100
"Varick","140",169,203269067,8.31410319800405e-05,0.0312019867297873,0.27
"Varick","144A",1310,194998048,0.000671801596701112,0.0312019867297873,2.15
"Varick","143",70,493943103,1.41716727240141e-05,0.0312019867297873,0.05
"Varick","101",21993,72267250,0.0304328724283822,0.0312019867297873,97.54
"Varilla","120A",153881,105159520,0.146331021670696,1.208951117594,12.1
"Varilla","147",425,177749021,0.00023910117625908,1.208951117594,0.02
"Varilla","122",15589,192403601,0.00810223920912998,1.208951117594,0.67
"Varilla","124",3605,127505241,0.00282733476030213,1.208951117594,0.23
"Varilla","123",411,41335991,0.000994290907408026,1.208951117594,0.08
"Varilla","127",580221,183662793,0.315916463276261,1.208951117594,26.13
"Varilla","140",18124,203269067,0.00891626073139795,1.208951117594,0.74
"Varilla","125",523750,72179215,0.725624405862546,1.208951117594,60.02
"Varna","111C",19199,28641418,0.0670322956775394,1.31135640494002,5.11
"Varna","115",25,33107001,7.55127291656529e-05,1.31135640494002,0.01
"Varna","111D",308,41553717,0.000741209264143566,1.31135640494002,0.06
"Varna","110",634624,56520334,1.12282422110244,1.31135640494002,85.62
"Varna","98",8635,175031822,0.0049333886268978,1.31135640494002,0.38
"Varna","108",59774,51640704,0.115749777539826,1.31135640494002,8.83
"Varysburg","101",13153,72267250,0.0182004988428368,0.085802907778268,21.21
"Varysburg","139",726,85510805,0.000849015513302676,0.085802907778268,0.99
"Varysburg","140",135689,203269067,0.0667533934221285,0.085802907778268,77.8
"Vassalboro","143",22839,493943103,0.00462381190491084,0.0611161589130208,7.57
"Vassalboro","144A",27163,194998048,0.0139298830314445,0.0611161589130208,22.79
"Vassalboro","144B",141286,331949767,0.0425624639766655,0.0611161589130208,69.64
"Vaughnsville","99",1552,107369567,0.00144547476846954,0.00148686592569975,97.22
"Vaughnsville","111B",38,91807049,4.13911572302035e-05,0.00148686592569975,2.78
"Velma","114B",1655,52719090,0.00313928028727355,0.00448511786532051,69.99
"Velma","108",695,51640704,0.00134583757804696,0.00448511786532051,30.01
"Venango","139",2954470,85510805,3.45508383414236,3.60004869745899,95.97
"Venango","144A",40423,194998048,0.0207299511018695,3.60004869745899,0.58
"Venango","140",2312,203269067,0.00113740867418848,3.60004869745899,0.03
"Venango","141",8540,9138474,0.0934510510179271,3.60004869745899,2.6
"Venango","101",19113,72267250,0.0264476647444036,3.60004869745899,0.73
"Venango","124",3005,127505241,0.00235676586815753,3.60004869745899,0.07
"Venango","126",1381,164009984,0.000842021910080791,3.60004869745899,0.02
"Vergennes","144A",297821,194998048,0.15273024681765,3.89872067879069,3.92
"Vergennes","140",947,203269067,0.000465884954349695,3.89872067879069,0.01
"Vergennes","142",1918945,51240559,3.74497280562454,3.89872067879069,96.06
"Vergennes","143",2575,493943103,0.000521315103776234,3.89872067879069,0.01
"Vergennes","144B",101,331949767,3.0426290373025e-05,3.89872067879069,0
"Verrazano","144B",66,331949767,1.98825263823728e-05,0.448164473231535,0
"Verrazano","145",139,24898413,0.000558268512936949,0.448164473231535,0.12
"Verrazano","149B",88793,20420367,0.434825681634419,0.448164473231535,97.02
"Verrazano","144A",24883,194998048,0.0127606405577968,0.448164473231535,2.85
"Vershire","145",31352,24898413,0.125919672069059,1.34786040821517,9.34
"Vershire","143",361760,493943103,0.073239204637705,1.34786040821517,5.43
"Vershire","144B",3787281,331949767,1.1409199151509,1.34786040821517,84.65
"Vershire","144A",15174,194998048,0.00778161635751349,1.34786040821517,0.58
"Vertrees","122",3748949,192403601,1.94848172306297,2.46152525346363,79.16
"Vertrees","147",93407,177749021,0.0525499378137222,2.46152525346363,2.13
"Vertrees","134",125,10678804,0.00117054306830615,2.46152525346363,0.05
"Vertrees","120A",370576,105159520,0.352394153187462,2.46152525346363,14.32
"Vertrees","120B",4182,24321372,0.0171947536512332,2.46152525346363,0.7
"Vertrees","130A",4,11575167,3.45567368488074e-05,2.46152525346363,0
"Vertrees","121",81510,119946350,0.0679553817185767,2.46152525346363,2.76
"Vertrees","124",27725,127505241,0.021744204224515,2.46152525346363,0.88
"Very Deep, Loamy Colluvial Soil","114B",330,52719090,0.00062595921135968,0.051139133075394,1.22
"Very Deep, Loamy Colluvial Soil","120C",4896,9696412,0.0504929039731398,0.051139133075394,98.74
"Very Deep, Loamy Colluvial Soil","122",39,192403601,2.02698908946096e-05,0.051139133075394,0.04
"Very Deep, Loamy Soil","120C",447,9696412,0.00460995262990063,0.00460995262990063,100
"Very Deep, Moderately Permeable, Well Drained Soil","114B",855,52719090,0.00162180341125008,0.00192088311207137,84.43
"Very Deep, Moderately Permeable, Well Drained Soil","120C",29,9696412,0.000299079700821293,0.00192088311207137,15.57
"Very Deep, Poorly Drained, Silty Soil","114B",16,52719090,3.03495375204693e-05,3.03495375204693e-05,100
"Very Deep, Silty Soil","122",4466,192403601,0.00232116237782888,0.186711979615896,1.24
"Very Deep, Silty Soil","120C",11111,9696412,0.114588777787082,0.186711979615896,61.37
"Very Deep, Silty Soil","114B",36799,52719090,0.0698020394509845,0.186711979615896,37.38
"Very Deep, Somewhat Poorly Drained, Silty Soil","114A",797,24974392,0.00319126888053971,0.00333156284098066,95.79
"Very Deep, Somewhat Poorly Drained, Silty Soil","120B",12,24321372,4.9339321811286e-05,0.00333156284098066,1.48
"Very Deep, Somewhat Poorly Drained, Silty Soil","122",175,192403601,9.09546386296585e-05,0.00333156284098066,2.73
"Very Poorly Drained Soils","147",25150,177749021,0.0141491637245079,0.0141491637245079,100
"Very Stony Land","127",40670,183662793,0.0221438427107008,0.0221438427107008,100
"Vesser","115",14378,33107001,0.0434288807977503,0.185278604879281,23.44
"Vesser","114B",1136,52719090,0.00215481716395332,0.185278604879281,1.16
"Vesser","110",4049,56520334,0.00716379347652121,0.185278604879281,3.87
"Vesser","108",68440,51640704,0.132531113441056,0.185278604879281,71.53
"Vestaburg","96",3320,44104308,0.00752760932106678,0.0589737650779873,12.76
"Vestaburg","94A",9493,91610663,0.0103623308566165,0.0589737650779873,17.57
"Vestaburg","99",3743,107369567,0.00348609024380251,0.0589737650779873,5.91
"Vestaburg","98",65808,175031822,0.0375977346565015,0.0589737650779873,63.75
"Vicksburg","134",146825,10678804,1.3749198880324,1.3749198880324,100
"Vigo","114A",161167,24974392,0.645329023425275,0.663289553634392,97.29
"Vigo","120B",622,24321372,0.00255742151388499,0.663289553634392,0.39
"Vigo","111A",39,103233144,3.77785646051815e-05,0.663289553634392,0.01
"Vigo","115",5087,33107001,0.0153653301306271,0.663289553634392,2.32
"Vincennes","111D",647,41553717,0.00155702075941847,0.828156123018112,0.19
"Vincennes","114A",260,24974392,0.00104106638511961,0.828156123018112,0.13
"Vincennes","115",252431,33107001,0.762470149440597,0.828156123018112,92.07
"Vincennes","111A",1485,103233144,0.00143849149842806,0.828156123018112,0.17
"Vincennes","114B",32501,52719090,0.0616493949345484,0.828156123018112,7.44
"Vincent","126",301927,164009984,0.184090622190415,0.535345005617356,34.39
"Vincent","124",447541,127505241,0.350998120932143,0.535345005617356,65.56
"Vincent","114A",64,24974392,0.000256262494798672,0.535345005617356,0.05
"Virden","108",2504002,51640704,4.84889206777661,9.15613386432222,52.96
"Virden","114B",1004960,52719090,1.90625445166068,9.15613386432222,20.82
"Virden","115",220560,33107001,0.666203501791056,9.15613386432222,7.28
"Virden","113",490898,28309658,1.73403013204893,9.15613386432222,18.94
"Virden","110",426,56520334,0.000753711044948885,9.15613386432222,0.01
"Virgil","110",236,56520334,0.000417548841802669,0.0573829828016883,0.73
"Virgil","115",43,33107001,0.000129881894164923,0.0573829828016883,0.23
"Virgil","113",169,28309658,0.000596969415879203,0.0573829828016883,1.04
"Virgil","108",29042,51640704,0.0562385826498415,0.0573829828016883,98.01
"Vistula","98",102627,175031822,0.0586333381137974,0.173641610399758,33.77
"Vistula","111C",32940,28641418,0.11500827228596,0.173641610399758,66.23
"Vly","140",3205350,203269067,1.57690004057528,1.57820573639401,99.92
"Vly","101",26,72267250,3.59775693692509e-05,1.57820573639401,0
"Vly","127",2332,183662793,0.00126971824935712,1.57820573639401,0.08
"Volinia","111C",3192,28641418,0.0111446996094956,0.0292196985659711,38.14
"Volinia","98",31637,175031822,0.0180749989564755,0.0292196985659711,61.86
"Volusia","147",5820,177749021,0.003274279637242,8.88501365138869,0.04
"Volusia","141",49,9138474,0.000536194555020893,8.88501365138869,0.01
"Volusia","144A",715591,194998048,0.366973417087744,8.88501365138869,4.13
"Volusia","143",12,493943103,2.42942960983099e-06,8.88501365138869,0
"Volusia","139",1140235,85510805,1.33343967467035,8.88501365138869,15.01
"Volusia","127",6895,183662793,0.00375416266265754,8.88501365138869,0.04
"Volusia","148",24,99448051,2.41332029724745e-05,8.88501365138869,0
"Volusia","101",200984,72267250,0.278112146234982,8.88501365138869,3.13
"Volusia","140",14023324,203269067,6.8988972139081,8.88501365138869,77.65
"Volusia Variant","101",1331,72267250,0.00184177480117204,0.00195541727683706,94.19
"Volusia Variant","140",231,203269067,0.000113642475665026,0.00195541727683706,5.81
"Wabash","114B",13362,52719090,0.025345657521782,0.148093993545519,17.11
"Wabash","113",2319,28309658,0.00819155074215308,0.148093993545519,5.53
"Wabash","120A",1694,105159520,0.00161088601393388,0.148093993545519,1.09
"Wabash","115",37393,33107001,0.11294589926765,0.148093993545519,76.27
"Wabasha","111B",12167,91807049,0.0132527950005233,0.0744283224188813,17.81
"Wabasha","139",3626,85510805,0.00424039979509022,0.0744283224188813,5.7
"Wabasha","99",61131,107369567,0.0569351276232678,0.0744283224188813,76.5
"Wabasha Variant","99",678,107369567,0.000631463848596875,0.000631463848596875,100
"Wabun","94C",33595,33684714,0.0997336655433678,0.100196493762393,99.54
"Wabun","94A",424,91610663,0.000462828219025115,0.100196493762393,0.46
"Waddington","142",113220,51240559,0.220957776826752,0.222956792490708,99.1
"Waddington","143",9874,493943103,0.00199901566395594,0.222956792490708,0.9
"Wadsworth","111E",69768,29389481,0.237391058385822,2.06225551427974,11.51
"Wadsworth","124",2334,127505241,0.00183051299044249,2.06225551427974,0.09
"Wadsworth","139",1558891,85510805,1.82303394290347,2.06225551427974,88.4
"Wagner","115",10234,33107001,0.0309118908112517,0.072601493982422,42.58
"Wagner","113",215,28309658,0.000759458132627388,0.072601493982422,1.05
"Wagner","114B",21578,52719090,0.040930145038543,0.072601493982422,56.38
"Wainola","94C",33934,33684714,0.100740056750964,0.362430056418762,27.8
"Wainola","99",247256,107369567,0.23028499313963,0.362430056418762,63.54
"Wainola","94A",1273,91610663,0.00138957623306361,0.362430056418762,0.38
"Wainola","143",6093,493943103,0.00123354288439169,0.362430056418762,0.34
"Wainola","142",14748,51240559,0.0287818874107131,0.362430056418762,7.94
"Waitsfield","143",10614,493943103,0.00214883048989551,0.00309626299705555,69.4
"Waitsfield","144B",3145,331949767,0.000947432507160037,0.00309626299705555,30.6
"Wakeland","101",68,72267250,9.40951814272717e-05,14.2601403982606,0
"Wakeland","134",74536,10678804,0.697980785114138,14.2601403982606,4.89
"Wakeland","144A",1885,194998048,0.000966676343344729,14.2601403982606,0.01
"Wakeland","122",37578,192403601,0.0195308194881446,14.2601403982606,0.14
"Wakeland","120A",1691641,105159520,1.60864275531117,14.2601403982606,11.28
"Wakeland","140",445,203269067,0.000218921652255136,14.2601403982606,0
"Wakeland","111A",13464,103233144,0.0130423229190811,14.2601403982606,0.09
"Wakeland","113",573807,28309658,2.02689484980709,14.2601403982606,14.21
"Wakeland","114B",2250073,52719090,4.26804218358094,14.2601403982606,29.93
"Wakeland","108",213890,51640704,0.414188776357503,14.2601403982606,2.9
"Wakeland","111D",3159,41553717,0.00760220800464132,14.2601403982606,0.05
"Wakeland","114A",130747,24974392,0.523524256366281,14.2601403982606,3.67
"Wakeland","115",1107103,33107001,3.34401475989927,14.2601403982606,23.45
"Wakeland","120B",168759,24321372,0.693871217462567,14.2601403982606,4.87
"Wakeland","120C",61059,9696412,0.629707153532668,14.2601403982606,4.42
"Wakeland","121",14176,119946350,0.0118186172401244,14.2601403982606,0.08
"Wakeland Variant","110",1480,56520334,0.00261852663503369,0.0110661180294719,23.66
"Wakeland Variant","111D",3116,41553717,0.0074987274904914,0.0110661180294719,67.76
"Wakeland Variant","108",490,51640704,0.000948863903946778,0.0110661180294719,8.57
"Wakeley","96",1165,44104308,0.00264146531898879,2.20385963371025,0.12
"Wakeley","94C",446420,33684714,1.32528956606252,2.20385963371025,60.13
"Wakeley","94A",802444,91610663,0.875928602328749,2.20385963371025,39.75
"Wakeman","139",718,85510805,0.000839659970456365,0.00714502188911682,11.75
"Wakeman","111E",1722,29389481,0.00585923922916502,0.00714502188911682,82
"Wakeman","99",479,107369567,0.000446122689495432,0.00714502188911682,6.24
"Wakenda","115",31588,33107001,0.0954118435553858,0.0986516566856959,96.72
"Wakenda","114B",1708,52719090,0.0032398131303101,0.0986516566856959,3.28
"Wakeville","144A",1366,194998048,0.000700519832895968,0.7500447511614,0.09
"Wakeville","140",229634,203269067,0.112970459986418,0.7500447511614,15.06
"Wakeville","141",2445,9138474,0.0267550140209405,0.7500447511614,3.57
"Wakeville","101",346993,72267250,0.480152489544019,0.7500447511614,64.02
"Wakeville","139",109744,85510805,0.128339336765687,0.7500447511614,17.11
"Wakeville","127",1425,183662793,0.000775878432818998,0.7500447511614,0.1
"Wakeville","143",1734,493943103,0.000351052578620578,0.7500447511614,0.05
"Walkersville","147",8021,177749021,0.00451254243476255,0.0174107338734263,25.92
"Walkersville","148",12827,99448051,0.0128981914386638,0.0174107338734263,74.08
"Wallace","143",458,493943103,9.27232301085496e-05,0.182574488050556,0.05
"Wallace","94A",4825,91610663,0.00526685414338722,0.182574488050556,2.88
"Wallace","96",31205,44104308,0.0707527255614123,0.182574488050556,38.75
"Wallace","94C",14437,33684714,0.0428592031388481,0.182574488050556,23.47
"Wallace","142",28044,51240559,0.0547300820820475,0.182574488050556,29.98
"Wallace","99",2573,107369567,0.00239639599179905,0.182574488050556,1.31
"Wallace","97",2260,34895370,0.00647650390295331,0.182574488050556,3.55
"Wallen","128",1236,4516193,0.0273681837777969,1.1208757421443,2.44
"Wallen","125",113668,72179215,0.157480238597774,1.1208757421443,14.05
"Wallen","120A",830131,105159520,0.78940166330162,1.1208757421443,70.43
"Wallen","147",207350,177749021,0.116653244464283,1.1208757421443,10.41
"Wallen","122",57668,192403601,0.0299724120028294,1.1208757421443,2.67
"Wallface","143",61068,493943103,0.0123633672844299,0.0123633672844299,100
"Wallington","141",115,9138474,0.00125841579239597,0.12053538787828,1.04
"Wallington","143",3551,493943103,0.000718908712042488,0.12053538787828,0.6
"Wallington","140",27636,203269067,0.0135957725431976,0.12053538787828,11.28
"Wallington","142",7115,51240559,0.0138854847387594,0.12053538787828,11.52
"Wallington","144A",7757,194998048,0.00397798853863399,0.12053538787828,3.3
"Wallington","149B",10191,20420367,0.0499060570263012,0.12053538787828,41.4
"Wallington","101",26176,72267250,0.0362211098388274,0.12053538787828,30.05
"Wallington","127",62,183662793,3.37575177787915e-05,0.12053538787828,0.03
"Wallington","139",802,85510805,0.000937893170342625,0.12053538787828,0.78
"Wallkill","99",19788,107369567,0.0184298032979867,1.35615783395805,1.36
"Wallkill","111C",52621,28641418,0.183723445536111,1.35615783395805,13.55
"Wallkill","96",74775,44104308,0.169541261139388,1.35615783395805,12.5
"Wallkill","144A",44860,194998048,0.0230053584946655,1.35615783395805,1.7
"Wallkill","94A",50648,91610663,0.0552861406537359,1.35615783395805,4.08
"Wallkill","101",15834,72267250,0.0219103397458738,1.35615783395805,1.62
"Wallkill","120A",2,105159520,1.90187250759608e-06,1.35615783395805,0
"Wallkill","111D",6036,41553717,0.014525776358346,1.35615783395805,1.07
"Wallkill","110",16132,56520334,0.0285419403218672,1.35615783395805,2.1
"Wallkill","115",7259,33107001,0.021925876040539,1.35615783395805,1.62
"Wallkill","149B",33,20420367,0.000161603363935624,1.35615783395805,0.01
"Wallkill","111A",33443,103233144,0.032395603489515,1.35615783395805,2.39
"Wallkill","124",36,127505241,2.82341335286759e-05,1.35615783395805,0
"Wallkill","140",9703,203269067,0.0047734759367002,1.35615783395805,0.35
"Wallkill","98",662840,175031822,0.378696852050137,1.35615783395805,27.92
"Wallkill","139",7121,85510805,0.00832760257607211,1.35615783395805,0.61
"Wallkill","142",29733,51240559,0.0580262990495478,1.35615783395805,4.28
"Wallkill","97",45204,34895370,0.129541540897833,1.35615783395805,9.55
"Wallkill","111B",162058,91807049,0.176520214695061,1.35615783395805,13.02
"Wallkill","111E",8858,29389481,0.0301400354773192,1.35615783395805,2.22
"Wallkill","143",3233,493943103,0.000654528827381967,1.35615783395805,0.05
"Wallkill Variant","139",1917,85510805,0.00224182195454715,0.0241363821535111,9.29
"Wallkill Variant","99",22,107369567,2.04899773880992e-05,0.0241363821535111,0.08
"Wallkill Variant","111D",3176,41553717,0.00764311890558431,0.0241363821535111,31.67
"Wallkill Variant","111B",9092,91807049,0.00990337898781607,0.0241363821535111,41.03
"Wallkill Variant","111C",1166,28641418,0.00407102748893229,0.0241363821535111,16.87
"Wallkill Variant","110",145,56520334,0.000256544839243165,0.0241363821535111,1.06
"Wallpack","140",58136,203269067,0.0286005150011339,0.0286005150011339,100
"Walpole","142",86416,51240559,0.168647652731501,2.60339549098338,6.48
"Walpole","140",2405,203269067,0.00118316083971596,2.60339549098338,0.05
"Walpole","145",294432,24898413,1.18253320000757,2.60339549098338,45.42
"Walpole","144B",452197,331949767,0.136224527008028,2.60339549098338,5.23
"Walpole","143",111006,493943103,0.0224734386057416,2.60339549098338,0.86
"Walpole","141",406,9138474,0.00444275488445883,2.60339549098338,0.17
"Walpole","144A",1462397,194998048,0.74995468672589,2.60339549098338,28.81
"Walpole","149B",68732,20420367,0.336585527576463,2.60339549098338,12.93
"Walpole","101",976,72267250,0.00135054260401496,2.60339549098338,0.05
"Walpole Variant","144A",12784,194998048,0.00655596306276871,0.0931704690606286,7.04
"Walpole Variant","149B",17687,20420367,0.0866145059978599,0.0931704690606286,92.96
"Wampsville","101",51529,72267250,0.0713033912318512,0.0713683297893741,99.91
"Wampsville","140",132,203269067,6.49385575228719e-05,0.0713683297893741,0.09
"Wapahani","111D",2463,41553717,0.00592726758956365,0.0525840415407373,11.27
"Wapahani","111B",3449,91807049,0.00375679213913084,0.0525840415407373,7.14
"Wapahani","111A",44287,103233144,0.0428999818120428,0.0525840415407373,81.58
"Wapanucket","144A",4881,194998048,0.00250310197976956,0.00818860214732287,30.57
"Wapanucket","149B",1161,20420367,0.00568550016755331,0.00818860214732287,69.43
"Wapping","144A",179367,194998048,0.0919839977064796,0.426917124634084,21.55
"Wapping","145",64166,24898413,0.257711204324549,0.426917124634084,60.37
"Wapping","149B",15769,20420367,0.0772219226030561,0.426917124634084,18.09
"Wappinger","143",286,493943103,5.7901405700972e-05,0.00843046283126265,0.69
"Wappinger","144A",10631,194998048,0.00545184944620574,0.00843046283126265,64.67
"Wappinger","144B",1892,331949767,0.000569965756294687,0.00843046283126265,6.76
"Wappinger","124",2639,127505241,0.00206971884394932,0.00843046283126265,24.55
"Wappinger","142",144,51240559,0.000281027379111926,0.00843046283126265,3.33
"Ware","115",49180,33107001,0.148548640814672,0.148548640814672,100
"Wareham","141",2344,9138474,0.0256497966728362,1.72196732624288,1.49
"Wareham","101",37211,72267250,0.0514908205307383,1.72196732624288,2.99
"Wareham","142",163122,51240559,0.318345473163164,1.72196732624288,18.49
"Wareham","149B",63508,20420367,0.311003225358291,1.72196732624288,18.06
"Wareham","144A",713382,194998048,0.365840585234987,1.72196732624288,21.25
"Wareham","144B",66449,331949767,0.0200177878118529,1.72196732624288,1.16
