"coiid","SiteID","nationalmusym","muname"
273030,"F094AA005MI","6c4q","Kalkaska loamy sand, 2 to 6 percent slopes"
273031,"F096XA006MI","6c4r","Kalkaska loamy sand, 2 to 6 percent slopes, moderately eroded"
273031,"F094AA005MI","6c4r","Kalkaska loamy sand, 2 to 6 percent slopes, moderately eroded"
273032,"F096XA006MI","6c4s","Kalkaska loamy sand, 6 to 12 percent slopes"
273032,"F094AA005MI","6c4s","Kalkaska loamy sand, 6 to 12 percent slopes"
273033,"F094AA005MI","6c4t","Kalkaska loamy sand, 6 to 12 percent slopes, moderately eroded"
273033,"F096XA006MI","6c4t","Kalkaska loamy sand, 6 to 12 percent slopes, moderately eroded"
273034,"F094AA005MI","6c4v","Kalkaska loamy sand, 6 to 12 percent slopes, severely eroded"
273034,"F096XA006MI","6c4v","Kalkaska loamy sand, 6 to 12 percent slopes, severely eroded"
273035,"F096XA006MI","6c4w","Kalkaska loamy sand, 12 to 18 percent slopes"
273035,"F094AA005MI","6c4w","Kalkaska loamy sand, 12 to 18 percent slopes"
273036,"F096XA006MI","6c4x","Kalkaska loamy sand, 12 to 18 percent slopes, moderately eroded"
273036,"F094AA005MI","6c4x","Kalkaska loamy sand, 12 to 18 percent slopes, moderately eroded"
273037,"F094AA005MI","6c4y","Kalkaska loamy sand, 18 to 25 percent slopes"
273037,"F096XA006MI","6c4y","Kalkaska loamy sand, 18 to 25 percent slopes"
273038,"F094AA005MI","6c4z","Kalkaska loamy sand, 18 to 25 percent slopes, moderately eroded"
273038,"F096XA006MI","6c4z","Kalkaska loamy sand, 18 to 25 percent slopes, moderately eroded"
273039,"F096XA006MI","6c50","Kalkaska loamy sand, 25 to 45 percent slopes"
273039,"F094AA005MI","6c50","Kalkaska loamy sand, 25 to 45 percent slopes"
273040,"F094AA005MI","6c51","Kalkaska loamy sand, 25 to 45 percent slopes, moderately eroded"
273040,"F096XA006MI","6c51","Kalkaska loamy sand, 25 to 45 percent slopes, moderately eroded"
273051,"F094AA006MI","6c5d","Karlin loamy sand, 0 to 2 percent slopes"
273051,"F096XA007MI","6c5d","Karlin loamy sand, 0 to 2 percent slopes"
273052,"F096XA007MI","6c5f","Karlin loamy sand, 2 to 6 percent slopes"
273052,"F094AA006MI","6c5f","Karlin loamy sand, 2 to 6 percent slopes"
273053,"F094AA006MI","6c5g","Karlin loamy sand, 6 to 12 percent slopes"
273053,"F096XA007MI","6c5g","Karlin loamy sand, 6 to 12 percent slopes"
273054,"F094AA006MI","6c5h","Karlin loamy sand, 6 to 12 percent slopes, moderately eroded"
273054,"F096XA007MI","6c5h","Karlin loamy sand, 6 to 12 percent slopes, moderately eroded"
273055,"F094AA006MI","6c5j","Karlin loamy sand, 12 to 18 percent slopes"
273055,"F096XA007MI","6c5j","Karlin loamy sand, 12 to 18 percent slopes"
273056,"F094AA006MI","6c5k","Karlin loamy sand, 12 to 18 percent slopes, moderately eroded"
273056,"F096XA007MI","6c5k","Karlin loamy sand, 12 to 18 percent slopes, moderately eroded"
273059,"F094AA006MI","6c5n","Karlin loamy sand, 25 to 45 percent slopes"
273059,"F096XA007MI","6c5n","Karlin loamy sand, 25 to 45 percent slopes"
273062,"F094AA006MI","6c5r","Karlin sandy loams, 2 to 6 percent slopes"
273062,"F096XA007MI","6c5r","Karlin sandy loams, 2 to 6 percent slopes"
273064,"F094AA012MI","6c5t","Kerston muck"
273064,"F096XA013MI","6c5t","Kerston muck"
273068,"F096XA006MI","6c5w","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes"
273067,"F096XA006MI","6c5w","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes"
273068,"F094AA005MI","6c5w","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes"
273067,"F094AA005MI","6c5w","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes"
273070,"F096XA006MI","6c5x","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes, moderately eroded"
273069,"F094AA005MI","6c5x","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes, moderately eroded"
273070,"F094AA005MI","6c5x","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes, moderately eroded"
273069,"F096XA006MI","6c5x","Leelanau-Kalkaska loamy sands, 0 to 2 percent slopes, moderately eroded"
273071,"F094AA005MI","6c5y","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes"
273072,"F094AA005MI","6c5y","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes"
273072,"F096XA006MI","6c5y","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes"
273071,"F096XA006MI","6c5y","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes"
273073,"F096XA006MI","6c5z","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes, moderately eroded"
273074,"F094AA005MI","6c5z","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes, moderately eroded"
273074,"F096XA006MI","6c5z","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes, moderately eroded"
273073,"F094AA005MI","6c5z","Leelanau-Kalkaska loamy sands, 2 to 6 percent slopes, moderately eroded"
273076,"F094AA005MI","6c60","Leelanau-Kalkaska loamy sands, 6 to 12 percent slopes"
273075,"F094AA005MI","6c60","Leelanau-Kalkaska loamy sands, 6 to 12 percent slopes"
273076,"F096XA006MI","6c60","Leelanau-Kalkaska loamy sands, 6 to 12 percent slopes"
273075,"F096XA006MI","6c60","Leelanau-Kalkaska loamy sands, 6 to 12 percent slopes"
273080,"F096XA006MI","6c62","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes"
273079,"F094AA005MI","6c62","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes"
273080,"F094AA005MI","6c62","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes"
273079,"F096XA006MI","6c62","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes"
273082,"F094AA005MI","6c63","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes, moderately eroded"
273082,"F096XA006MI","6c63","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes, moderately eroded"
273081,"F094AA005MI","6c63","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes, moderately eroded"
273081,"F096XA006MI","6c63","Leelanau-Kalkaska loamy sands, 12 to 18 percent slopes, moderately eroded"
273084,"F094AA005MI","6c64","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes"
273083,"F094AA005MI","6c64","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes"
273083,"F096XA006MI","6c64","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes"
273084,"F096XA006MI","6c64","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes"
273086,"F096XA006MI","6c65","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes, moderately eroded"
273085,"F094AA005MI","6c65","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes, moderately eroded"
273086,"F094AA005MI","6c65","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes, moderately eroded"
273085,"F096XA006MI","6c65","Leelanau-Kalkaska loamy sands, 18 to 25 percent slopes, moderately eroded"
273088,"F096XA006MI","6c66","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes"
273087,"F096XA006MI","6c66","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes"
273088,"F094AA005MI","6c66","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes"
273087,"F094AA005MI","6c66","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes"
273090,"F096XA006MI","6c67","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes, moderately eroded"
273089,"F096XA006MI","6c67","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes, moderately eroded"
273090,"F094AA005MI","6c67","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes, moderately eroded"
273089,"F094AA005MI","6c67","Leelanau-Kalkaska loamy sands, 25 to 45 percent slopes, moderately eroded"
273092,"F094AA006MI","6c69","Mancelona gravelly sandy loam, 0 to 2 percent slopes"
273092,"F096XA007MI","6c69","Mancelona gravelly sandy loam, 0 to 2 percent slopes"
273093,"F094AA006MI","6c6b","Mancelona gravelly sandy loam, 2 to 6 percent slopes"
273093,"F096XA007MI","6c6b","Mancelona gravelly sandy loam, 2 to 6 percent slopes"
273094,"F096XA007MI","6c6c","Mancelona gravelly sandy loam, 6 to 12 percent slopes"
273094,"F094AA006MI","6c6c","Mancelona gravelly sandy loam, 6 to 12 percent slopes"
273095,"F096XA007MI","6c6d","Mancelona gravelly sandy loam, 6 to 12 percent slopes, moderately eroded"
273095,"F094AA006MI","6c6d","Mancelona gravelly sandy loam, 6 to 12 percent slopes, moderately eroded"
273096,"F096XA007MI","6c6f","Mancelona gravelly sandy loam, 12 to 18 percent slopes"
273096,"F094AA006MI","6c6f","Mancelona gravelly sandy loam, 12 to 18 percent slopes"
273097,"F094AA006MI","6c6g","Mancelona gravelly sandy loam, 12 to 18 percent slopes, moderately eroded"
273097,"F096XA007MI","6c6g","Mancelona gravelly sandy loam, 12 to 18 percent slopes, moderately eroded"
273098,"F096XA007MI","6c6h","Mancelona loamy sand, 0 to 2 percent slopes"
273098,"F094AA006MI","6c6h","Mancelona loamy sand, 0 to 2 percent slopes"
273099,"F094AA006MI","6c6j","Mancelona loamy sand, 2 to 6 percent slopes"
273099,"F096XA007MI","6c6j","Mancelona loamy sand, 2 to 6 percent slopes"
273100,"F094AA006MI","6c6k","Mancelona loamy sand, 6 to 12 percent slopes"
273100,"F096XA007MI","6c6k","Mancelona loamy sand, 6 to 12 percent slopes"
273102,"F096XA007MI","6c6l","Mancelona-East Lake loamy sands, 0 to 2 percent slopes"
273102,"F094AA006MI","6c6l","Mancelona-East Lake loamy sands, 0 to 2 percent slopes"
273101,"F096XA007MI","6c6l","Mancelona-East Lake loamy sands, 0 to 2 percent slopes"
273101,"F094AA006MI","6c6l","Mancelona-East Lake loamy sands, 0 to 2 percent slopes"
273104,"F096XA007MI","6c6m","Mancelona-East Lake loamy sands, 2 to 6 percent slopes"
273104,"F094AA006MI","6c6m","Mancelona-East Lake loamy sands, 2 to 6 percent slopes"
273103,"F094AA006MI","6c6m","Mancelona-East Lake loamy sands, 2 to 6 percent slopes"
273103,"F096XA007MI","6c6m","Mancelona-East Lake loamy sands, 2 to 6 percent slopes"
273106,"F096XA007MI","6c6n","Mancelona-East Lake loamy sands, 6 to 12 percent slopes"
273105,"F094AA006MI","6c6n","Mancelona-East Lake loamy sands, 6 to 12 percent slopes"
273106,"F094AA006MI","6c6n","Mancelona-East Lake loamy sands, 6 to 12 percent slopes"
273105,"F096XA007MI","6c6n","Mancelona-East Lake loamy sands, 6 to 12 percent slopes"
273108,"F096XA007MI","6c6p","Mancelona-East Lake loamy sands, 12 to 18 percent slopes"
273107,"F096XA007MI","6c6p","Mancelona-East Lake loamy sands, 12 to 18 percent slopes"
273108,"F094AA006MI","6c6p","Mancelona-East Lake loamy sands, 12 to 18 percent slopes"
273107,"F094AA006MI","6c6p","Mancelona-East Lake loamy sands, 12 to 18 percent slopes"
273109,"F094AA006MI","6c6q","Mancelona-East Lake loamy sands, 12 to 18 percent slopes, moderately eroded"
273110,"F096XA007MI","6c6q","Mancelona-East Lake loamy sands, 12 to 18 percent slopes, moderately eroded"
273110,"F094AA006MI","6c6q","Mancelona-East Lake loamy sands, 12 to 18 percent slopes, moderately eroded"
273109,"F096XA007MI","6c6q","Mancelona-East Lake loamy sands, 12 to 18 percent slopes, moderately eroded"
273112,"F094AA006MI","6c6r","Mancelona-East Lake loamy sands, 18 to 25 percent slopes"
273111,"F094AA006MI","6c6r","Mancelona-East Lake loamy sands, 18 to 25 percent slopes"
273111,"F096XA007MI","6c6r","Mancelona-East Lake loamy sands, 18 to 25 percent slopes"
273112,"F096XA007MI","6c6r","Mancelona-East Lake loamy sands, 18 to 25 percent slopes"
273114,"F094AA006MI","6c6s","Mancelona-East Lake loamy sands, 18 to 25 percent slopes, moderately eroded"
273113,"F096XA007MI","6c6s","Mancelona-East Lake loamy sands, 18 to 25 percent slopes, moderately eroded"
273114,"F096XA007MI","6c6s","Mancelona-East Lake loamy sands, 18 to 25 percent slopes, moderately eroded"
273113,"F094AA006MI","6c6s","Mancelona-East Lake loamy sands, 18 to 25 percent slopes, moderately eroded"
273123,"F096XA004MI","6c6y","Menominee-McBride complex, 2 to 6 percent slopes"
273122,"F094AA006MI","6c6y","Menominee-McBride complex, 2 to 6 percent slopes"
273123,"F094AA003MI","6c6y","Menominee-McBride complex, 2 to 6 percent slopes"
273122,"F096XA007MI","6c6y","Menominee-McBride complex, 2 to 6 percent slopes"
273125,"F094AA003MI","6c6z","Menominee-McBride complex, 6 to 12 percent slopes"
273124,"F094AA006MI","6c6z","Menominee-McBride complex, 6 to 12 percent slopes"
273125,"F096XA004MI","6c6z","Menominee-McBride complex, 6 to 12 percent slopes"
273124,"F096XA007MI","6c6z","Menominee-McBride complex, 6 to 12 percent slopes"
273129,"F096XA004MI","6c71","Menominee-McBride complex, 12 to 18 percent slopes"
273129,"F094AA003MI","6c71","Menominee-McBride complex, 12 to 18 percent slopes"
273128,"F094AA006MI","6c71","Menominee-McBride complex, 12 to 18 percent slopes"
273128,"F096XA007MI","6c71","Menominee-McBride complex, 12 to 18 percent slopes"
273133,"F094AA002MI","6c73","Menominee-McBride complex, 18 to 25 percent slopes"
273132,"F094AA006MI","6c73","Menominee-McBride complex, 18 to 25 percent slopes"
273133,"F096XA003MI","6c73","Menominee-McBride complex, 18 to 25 percent slopes"
273132,"F096XA007MI","6c73","Menominee-McBride complex, 18 to 25 percent slopes"
273137,"F094AA002MI","6c75","Menominee-McBride complex, 25 to 45 percent slopes"
273137,"F096XA003MI","6c75","Menominee-McBride complex, 25 to 45 percent slopes"
273136,"F096XA007MI","6c75","Menominee-McBride complex, 25 to 45 percent slopes"
273136,"F094AA006MI","6c75","Menominee-McBride complex, 25 to 45 percent slopes"
273160,"F096XA004MI","6c7k","Richter loams, 0 to 2 percent slopes, overwash"
273160,"F094AA003MI","6c7k","Richter loams, 0 to 2 percent slopes, overwash"
273161,"F096XA004MI","6c7l","Richter loams, 2 to 6 percent slopes, overwash"
273161,"F094AA003MI","6c7l","Richter loams, 2 to 6 percent slopes, overwash"
273162,"F094AA003MI","6c7m","Richter loams, 0 to 2 percent slopes"
273162,"F096XA004MI","6c7m","Richter loams, 0 to 2 percent slopes"
273163,"F096XA004MI","6c7n","Richter loams, 2 to 6 percent slopes"
273163,"F094AA003MI","6c7n","Richter loams, 2 to 6 percent slopes"
273165,"F094AA004MI","6c7p","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes, overwash"
273166,"F096XA005MI","6c7p","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes, overwash"
273165,"F096XA005MI","6c7p","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes, overwash"
273166,"F094AA004MI","6c7p","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes, overwash"
273164,"F094AA003MI","6c7p","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes, overwash"
273164,"F096XA004MI","6c7p","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes, overwash"
273169,"F094AA004MI","6c7q","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes"
273169,"F096XA005MI","6c7q","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes"
273168,"F094AA004MI","6c7q","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes"
273167,"F096XA004MI","6c7q","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes"
273168,"F096XA005MI","6c7q","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes"
273167,"F094AA003MI","6c7q","Richter, Tonkey, and Pinconning loams, 0 to 2 percent slopes"
273170,"F096XA004MI","6c7r","Richter, Tonkey, and Pinconning loams, 2 to 6 percent slopes"
273172,"F094AA004MI","6c7r","Richter, Tonkey, and Pinconning loams, 2 to 6 percent slopes"
273172,"F096XA005MI","6c7r","Richter, Tonkey, and Pinconning loams, 2 to 6 percent slopes"
273171,"F094AA004MI","6c7r","Richter, Tonkey, and Pinconning loams, 2 to 6 percent slopes"
273170,"F094AA003MI","6c7r","Richter, Tonkey, and Pinconning loams, 2 to 6 percent slopes"
273171,"F096XA005MI","6c7r","Richter, Tonkey, and Pinconning loams, 2 to 6 percent slopes"
273173,"F094AA003MI","6c7s","Richter, Tonkey, and Pinconning loams, 6 to 12 percent slopes"
273175,"F096XA005MI","6c7s","Richter, Tonkey, and Pinconning loams, 6 to 12 percent slopes"
273174,"F096XA005MI","6c7s","Richter, Tonkey, and Pinconning loams, 6 to 12 percent slopes"
273175,"F094AA004MI","6c7s","Richter, Tonkey, and Pinconning loams, 6 to 12 percent slopes"
273174,"F094AA004MI","6c7s","Richter, Tonkey, and Pinconning loams, 6 to 12 percent slopes"
273173,"F096XA004MI","6c7s","Richter, Tonkey, and Pinconning loams, 6 to 12 percent slopes"
273176,"F094AA013MI","6c7t","Rifle peat"
273176,"F096XA014MI","6c7t","Rifle peat"
273177,"F096XA011MI","6c7v","Roscommon mucky loamy sand, overwash"
273177,"F094AA010MI","6c7v","Roscommon mucky loamy sand, overwash"
273178,"F094AA010MI","6c7w","Roscommon mucky loamy sand"
273178,"F096XA011MI","6c7w","Roscommon mucky loamy sand"
273179,"F094AA010MI","6c7x","Roscommon sand"
273179,"F096XA011MI","6c7x","Roscommon sand"
273180,"F094AA006MI","6c7y","Rubicon sand, 0 to 2 percent slopes"
273180,"F096XA007MI","6c7y","Rubicon sand, 0 to 2 percent slopes"
273181,"F094AA006MI","6c7z","Rubicon sand, 0 to 2 percent slopes, moderately eroded"
273181,"F096XA007MI","6c7z","Rubicon sand, 0 to 2 percent slopes, moderately eroded"
273183,"F096XA007MI","6c81","Rubicon sand, 2 to 6 percent slopes, moderately eroded"
273183,"F094AA006MI","6c81","Rubicon sand, 2 to 6 percent slopes, moderately eroded"
273185,"F094AA006MI","6c83","Rubicon sand, 6 to 12 percent slopes, moderately eroded"
273185,"F096XA007MI","6c83","Rubicon sand, 6 to 12 percent slopes, moderately eroded"
273187,"F096XA007MI","6c85","Rubicon sand, 12 to 18 percent slopes, moderately eroded"
273187,"F094AA006MI","6c85","Rubicon sand, 12 to 18 percent slopes, moderately eroded"
273188,"F096XA007MI","6c86","Rubicon sand, 18 to 25 percent slopes"
273188,"F094AA006MI","6c86","Rubicon sand, 18 to 25 percent slopes"
273189,"F096XA007MI","6c87","Rubicon sand, 18 to 25 percent slopes, moderately eroded"
273189,"F094AA006MI","6c87","Rubicon sand, 18 to 25 percent slopes, moderately eroded"
273190,"F094AA006MI","6c88","Rubicon sand, 25 to 45 percent slopes"
273190,"F096XA007MI","6c88","Rubicon sand, 25 to 45 percent slopes"
273191,"F094AA006MI","6c89","Rubicon sand, 25 to 45 percent slopes, moderately eroded"
273191,"F096XA007MI","6c89","Rubicon sand, 25 to 45 percent slopes, moderately eroded"
273197,"F096XA007MI","6c8d","Rubicon-Menominee loamy sands, 12 to 18 percent slopes"
273196,"F096XA007MI","6c8d","Rubicon-Menominee loamy sands, 12 to 18 percent slopes"
273197,"F094AA006MI","6c8d","Rubicon-Menominee loamy sands, 12 to 18 percent slopes"
273196,"F094AA006MI","6c8d","Rubicon-Menominee loamy sands, 12 to 18 percent slopes"
273199,"F094AA003MI","6c8f","Sanilac-Richter loams, 0 to 6 percent slopes"
273198,"F096XA004MI","6c8f","Sanilac-Richter loams, 0 to 6 percent slopes"
273198,"F094AA003MI","6c8f","Sanilac-Richter loams, 0 to 6 percent slopes"
273199,"F096XA004MI","6c8f","Sanilac-Richter loams, 0 to 6 percent slopes"
273201,"F094AA010MI","6c8g","Tawas-Roscommon complex"
273200,"F094AA013MI","6c8g","Tawas-Roscommon complex"
273201,"F096XA011MI","6c8g","Tawas-Roscommon complex"
273200,"F096XA014MI","6c8g","Tawas-Roscommon complex"
273202,"F096XA005MI","6c8h","Tonkey mucky sandy loam"
273202,"F094AA004MI","6c8h","Tonkey mucky sandy loam"
273203,"F094AA004MI","6c8j","Tonkey sandy loam, overwash"
273203,"F096XA005MI","6c8j","Tonkey sandy loam, overwash"
273204,"F094AA004MI","6c8k","Tonkey sandy loam"
273204,"F096XA005MI","6c8k","Tonkey sandy loam"
273205,"F096XA005MI","6c8l","Tonkey-Hettinger-Pickford loams, overwash"
273207,"F094AA004MI","6c8l","Tonkey-Hettinger-Pickford loams, overwash"
273206,"F096XA005MI","6c8l","Tonkey-Hettinger-Pickford loams, overwash"
273205,"F094AA004MI","6c8l","Tonkey-Hettinger-Pickford loams, overwash"
273207,"F096XA005MI","6c8l","Tonkey-Hettinger-Pickford loams, overwash"
273206,"F094AA004MI","6c8l","Tonkey-Hettinger-Pickford loams, overwash"
273208,"F094AA004MI","6c8m","Tonkey-Hettinger-Pickford loams"
273209,"F096XA005MI","6c8m","Tonkey-Hettinger-Pickford loams"
273210,"F094AA004MI","6c8m","Tonkey-Hettinger-Pickford loams"
273208,"F096XA005MI","6c8m","Tonkey-Hettinger-Pickford loams"
273209,"F094AA004MI","6c8m","Tonkey-Hettinger-Pickford loams"
273210,"F096XA005MI","6c8m","Tonkey-Hettinger-Pickford loams"
273214,"F094AA002MI","6c8r","Ubly sandy loam, 6 to 12 percent slopes"
273214,"F096XA003MI","6c8r","Ubly sandy loam, 6 to 12 percent slopes"
273227,"F096XA003MI","6c91","Ubly-Nester complex, 0 to 2 percent slopes"
273228,"F094AA002MI","6c91","Ubly-Nester complex, 0 to 2 percent slopes"
273228,"F096XA003MI","6c91","Ubly-Nester complex, 0 to 2 percent slopes"
273227,"F094AA002MI","6c91","Ubly-Nester complex, 0 to 2 percent slopes"
273229,"F094AA002MI","6c92","Ubly-Nester complex, 2 to 6 percent slopes"
273230,"F096XA003MI","6c92","Ubly-Nester complex, 2 to 6 percent slopes"
273230,"F094AA002MI","6c92","Ubly-Nester complex, 2 to 6 percent slopes"
273229,"F096XA003MI","6c92","Ubly-Nester complex, 2 to 6 percent slopes"
273231,"F094AA002MI","6c93","Ubly-Nester complex, 6 to 12 percent slopes"
273232,"F094AA002MI","6c93","Ubly-Nester complex, 6 to 12 percent slopes"
273231,"F096XA003MI","6c93","Ubly-Nester complex, 6 to 12 percent slopes"
273232,"F096XA003MI","6c93","Ubly-Nester complex, 6 to 12 percent slopes"
273233,"F094AA002MI","6c94","Ubly-Nester complex, 12 to 18 percent slopes"
273234,"F094AA002MI","6c94","Ubly-Nester complex, 12 to 18 percent slopes"
273233,"F096XA003MI","6c94","Ubly-Nester complex, 12 to 18 percent slopes"
273234,"F096XA003MI","6c94","Ubly-Nester complex, 12 to 18 percent slopes"
273238,"F094AA002MI","6c96","Ubly-Nester complex, 18 to 25 percent slopes"
273237,"F096XA003MI","6c96","Ubly-Nester complex, 18 to 25 percent slopes"
273237,"F094AA002MI","6c96","Ubly-Nester complex, 18 to 25 percent slopes"
273238,"F096XA003MI","6c96","Ubly-Nester complex, 18 to 25 percent slopes"
273240,"F096XA003MI","6c97","Ubly-Nester complex, 18 to 25 percent slopes, moderately eroded"
273239,"F096XA003MI","6c97","Ubly-Nester complex, 18 to 25 percent slopes, moderately eroded"
273240,"F094AA002MI","6c97","Ubly-Nester complex, 18 to 25 percent slopes, moderately eroded"
273239,"F094AA002MI","6c97","Ubly-Nester complex, 18 to 25 percent slopes, moderately eroded"
273243,"F096XA003MI","6c99","Ubly-Nester complex, 25 to 35 percent slopes, moderately eroded"
273244,"F096XA003MI","6c99","Ubly-Nester complex, 25 to 35 percent slopes, moderately eroded"
273244,"F094AA002MI","6c99","Ubly-Nester complex, 25 to 35 percent slopes, moderately eroded"
273243,"F094AA002MI","6c99","Ubly-Nester complex, 25 to 35 percent slopes, moderately eroded"
273248,"F094AB020MI","6c9f","Au Gres loamy sand, 0 to 2 percent slopes"
273248,"F098XA018MI","6c9f","Au Gres loamy sand, 0 to 2 percent slopes"
273248,"F094AA007MI","6c9f","Au Gres loamy sand, 0 to 2 percent slopes"
273250,"F099XY012MI","6c9g","Brevort loamy sand"
273250,"F094AA010MI","6c9g","Brevort loamy sand"
273250,"F098XA020MI","6c9g","Brevort loamy sand"
273250,"F094AB023MI","6c9g","Brevort loamy sand"
273251,"F094AA011MI","6c9h","Colonville fine sandy loam"
273251,"F099XY008MI","6c9h","Colonville fine sandy loam"
273251,"F094AB024MI","6c9h","Colonville fine sandy loam"
273251,"F098XA003MI","6c9h","Colonville fine sandy loam"
273255,"F094AB020MI","6c9k","Gladwin loamy sand, 0 to 2 percent slopes"
273255,"F094AA007MI","6c9k","Gladwin loamy sand, 0 to 2 percent slopes"
273255,"F099XY005MI","6c9k","Gladwin loamy sand, 0 to 2 percent slopes"
273255,"F098XA018MI","6c9k","Gladwin loamy sand, 0 to 2 percent slopes"
273261,"F098XA013MI","6c9q","Grayling sand, 6 to 18 percent slopes"
273261,"F094AA006MI","6c9q","Grayling sand, 6 to 18 percent slopes"
273261,"F094AB019MI","6c9q","Grayling sand, 6 to 18 percent slopes"
273262,"F094AA006MI","6c9r","Grayling sand, 18 to 35 percent slopes"
273262,"F098XA021MI","6c9r","Grayling sand, 18 to 35 percent slopes"
273262,"F094AB019MI","6c9r","Grayling sand, 18 to 35 percent slopes"
1237583,"F098XA020MI","6c9s","Histosols and Aquents, ponded"
273263,"F099XY014MI","6c9s","Histosols and Aquents, ponded"
1237583,"F094AB023MI","6c9s","Histosols and Aquents, ponded"
1237583,"F094AA010MI","6c9s","Histosols and Aquents, ponded"
273263,"F094AB026MI","6c9s","Histosols and Aquents, ponded"
273263,"F098XA006MI","6c9s","Histosols and Aquents, ponded"
273263,"F094AA013MI","6c9s","Histosols and Aquents, ponded"
1237583,"F099XY012MI","6c9s","Histosols and Aquents, ponded"
273264,"F094AA007MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273265,"F094AB016MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273264,"F094AB020MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273264,"F098XA018MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273265,"F094AA003MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273264,"F099XY005MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273265,"F098XA011MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273265,"F099XY007MI","6c9t","Iosco-Kawkawlin complex, 0 to 3 percent slopes"
273268,"F094AB016MI","6c9v","Kawkawlin loam, 0 to 4 percent slopes"
273268,"F099XY007MI","6c9v","Kawkawlin loam, 0 to 4 percent slopes"
273268,"F094AA003MI","6c9v","Kawkawlin loam, 0 to 4 percent slopes"
273268,"F098XA011MI","6c9v","Kawkawlin loam, 0 to 4 percent slopes"
273270,"F098XA007MI","6c9w","Loxley and Greenwood soils"
273271,"F094AB027MI","6c9w","Loxley and Greenwood soils"
273271,"F098XA007MI","6c9w","Loxley and Greenwood soils"
273270,"F094AB027MI","6c9w","Loxley and Greenwood soils"
273270,"F094AA014MI","6c9w","Loxley and Greenwood soils"
273271,"F094AA014MI","6c9w","Loxley and Greenwood soils"
273273,"F094AA006MI","6c9y","Mancelona loamy sand, 0 to 6 percent slopes"
273273,"F099XY006MI","6c9y","Mancelona loamy sand, 0 to 6 percent slopes"
273273,"F094AB018MI","6c9y","Mancelona loamy sand, 0 to 6 percent slopes"
273273,"F098XA013MI","6c9y","Mancelona loamy sand, 0 to 6 percent slopes"
273274,"F094AB018MI","6c9z","Mancelona loamy sand, 6 to 12 percent slopes"
273274,"F094AA006MI","6c9z","Mancelona loamy sand, 6 to 12 percent slopes"
