"","muiid","LRU","ncnesoil30m","MLRA.value","MLRA.total","Value","Count","percentmlra","pmlra","mu.total","affinity","best","ofbest"
"1013",164662,"111B",164662,91,30978541,96347,64,0.000206594623032763,0.000206594623032763,0.00211752993213974,9.7563968233498,90.2436031766502,10.8111782773698
"1015",164663,"111B",164663,91,30978541,96335,419,0.00135254917266762,0.00135254917266762,0.010515938964433,12.8618963769399,87.1381036230601,14.7603583761446
"1057",164700,"111B",164700,91,30978541,95633,2531,0.00817017173274881,0.00817017173274881,0.0714767286158786,11.4305339527442,88.5694660472558,12.9057275186072
"1085",164730,"111B",164730,91,30978541,96518,2337,0.00754393178168075,0.00754393178168075,0.136108929470814,5.54256933105803,94.457430668942,5.8677959921267
"1087",164731,"111B",164731,91,30978541,96565,31,0.000100069270531495,0.000100069270531495,0.111812437471731,0.0894974412455635,99.9105025587544,0.0895776109152616
"1116",164749,"111B",164749,91,30978541,96630,50,0.000161402049244346,0.000161402049244346,0.00261831887523904,6.16433891115005,93.8356610888499,6.56929235604067
"1120",164751,"111B",164751,91,30978541,96592,31,0.000100069270531495,0.000100069270531495,0.00271623070561843,3.68412264556559,96.3158773544344,3.82504187965638
"1181",165360,"111C",165360,90,7419931,82640,21,0.000283021499795618,0.000283021499795618,0.00675097871808317,4.19230324393583,95.8076967560642,4.37574786356658
"1199",165404,"111C",165404,90,7419931,82966,151,0.00203505935567325,0.00203505935567325,0.0173413868638899,11.735274529345,88.264725470655,13.2955430006369
"1256",165502,"111C",165502,90,7419931,83050,426,0.00574129328156825,0.00574129328156825,0.0760644486954444,7.54793254935154,92.4520674506485,8.16415766297566
"1259",165504,"111C",165504,90,7419931,82299,38,0.000512134142487309,0.000512134142487309,0.00747741861867913,6.84907678176478,93.1509232182352,7.35266655996384
"1263",165506,"111C",165506,90,7419931,82979,8,0.000107817714207854,0.000107817714207854,0.0229281114016303,0.470242456167534,99.5297575438325,0.47246418334782
"1268",165509,"111C",165509,90,7419931,82298,16,0.000215635428415709,0.000215635428415709,0.0163922856379648,1.31546895398341,98.6845310460166,1.3330042105282
"1273",165512,"111C",165512,90,7419931,82307,4,5.39088571039272e-05,5.39088571039272e-05,0.00491095821826679,1.09772583491767,98.9022741650823,1.10990959933379
"1275",165513,"111C",165513,90,7419931,82301,21,0.000283021499795618,0.000283021499795618,0.017689475526445,1.59994285513165,98.4000571448683,1.62595724185013
"1303",167958,"111",167958,79,60797146,84990,384,0.000631608595574536,0.000631608595574536,0.00749416308339867,8.42800708425598,66.1152180786133,12.747454109937
"1306",167961,"111",167961,79,60797146,84987,32,5.26340496312113e-05,5.26340496312113e-05,0.00437322332956124,1.20355274964867,86.2481064482402,1.39545411396475
"1307",167961,"111B",167961,91,30978541,85074,170,0.000548766967430777,0.000548766967430777,0.00437322332956124,12.5483408021111,86.2481064482402,14.5491203446208
"1322",167972,"111",167972,79,60797146,84976,325,0.00053456456656699,0.00053456456656699,0.00754322166994907,7.08668775699122,49.5202674420671,14.3106815109224
"1334",167978,"111",167978,79,60797146,84954,1999,0.00328798328789973,0.00328798328789973,0.151016090618292,2.17724036851836,96.8501754239908,2.24804999989606
"1335",167978,"111B",167978,91,30978541,85088,455,0.00146875864812355,0.00146875864812355,0.151016090618292,0.972584207490829,96.8501754239908,1.00421522545834
"1359",167990,"111",167990,79,60797146,84992,2063,0.00339325138716215,0.00339325138716215,0.0395513123066339,8.57936485357278,75.072843592507,11.4280536649728
"1374",167997,"111B",167997,91,30978541,85123,9,2.90523688639823e-05,2.90523688639823e-05,0.0231559194550325,0.125464112623126,99.8745358873769,0.125621722802903
"1378",167999,"111",167999,79,60797146,97688,64,0.000105268099262423,0.000105268099262423,0.0156629490834216,0.672083518255468,75.2355192503257,0.893306147086316
"1384",168003,"111",168003,79,60797146,84960,2273,0.00373866233786698,0.00373866233786698,0.052774350931197,7.08424124958192,89.4720649059202,7.91782469425624
"1385",168003,"111B",168003,91,30978541,85086,563,0.00181738707449134,0.00181738707449134,0.052774350931197,3.44369384449788,89.4720649059202,3.84890395468006
"1388",168004,"111B",168004,91,30978541,85079,866,0.00279548349291208,0.00279548349291208,0.0362971409488234,7.7016630506891,54.0885173456715,14.2389982729032
"1407",168072,"111B",168072,91,30978541,96795,50,0.000161402049244346,0.000161402049244346,0.00423351419603184,3.81248394999199,96.187516050008,3.96359538800219
"1411",168074,"111B",168074,91,30978541,96726,55,0.000177542254168781,0.000177542254168781,0.00204297910353512,8.69036075119742,91.3096392488026,9.51746258411746
"1442",168106,"111B",168106,91,30978541,96685,26,8.39290656070601e-05,8.39290656070601e-05,0.00278653757420122,3.0119481030547,96.9880518969453,3.10548365921923
"1444",168107,"111B",168107,91,30978541,96618,1460,0.00471293983793491,0.00471293983793491,0.0721371073275929,6.53330860153881,93.4666913984612,6.98998595519599
"1446",168108,"111B",168108,91,30978541,96617,147,0.000474522024778378,0.000474522024778378,0.0159485481825709,2.97533054009864,97.0246694599013,3.06657116861222
"1448",168109,"111B",168109,91,30978541,96648,54,0.000174314213183894,0.000174314213183894,0.0841553712024616,0.207133793949441,99.7928662060506,0.207563728575302
"1456",168116,"111B",168116,91,30978541,96620,120,0.000387364918186431,0.000387364918186431,0.00462327152004024,8.37858898200856,91.6214110179914,9.14479365566994
"1466",168125,"111B",168125,91,30978541,83788,20,6.45608196977385e-05,6.45608196977385e-05,0.00646619410520612,0.998436153436203,99.0015638465638,1.00850543632181
"1468",168126,"111B",168126,91,30978541,83779,176,0.000568135213340099,0.000568135213340099,0.00928109025367312,6.12142752426367,93.8785724757363,6.52058010984967
"1484",168142,"111B",168142,91,30978541,83757,1716,0.00553931833006596,0.00553931833006596,0.0706749132947696,7.83774336865852,92.1622566313415,8.50428760659615
"1497",168150,"111B",168150,91,30978541,83768,47,0.000151717926289685,0.000151717926289685,0.118611507707026,0.127911641309234,99.8720883586908,0.128075464738295
"1514",168166,"111B",168166,91,30978541,83789,440,0.00142033803335025,0.00142033803335025,0.0372048766193655,3.81761253472602,96.182387465274,3.96913887805534
"1516",168167,"111B",168167,91,30978541,83790,202,0.000652064278947159,0.000652064278947159,0.00579794007561381,11.246481861545,88.753518138455,12.6715899239066
"1518",168168,"111B",168168,91,30978541,83791,82,0.000264699360760728,0.000264699360760728,0.0175040657564901,1.51221644412861,98.4877835558714,1.53543555305084
"1523",168173,"111B",168173,91,30978541,83994,15,4.84206147733039e-05,4.84206147733039e-05,0.0104539183574582,0.463181489635021,99.536818510365,0.465336843759768
"1525",168174,"111B",168174,91,30978541,83793,25,8.07010246221731e-05,8.07010246221731e-05,0.0157822194811179,0.511341416324398,99.4886585836756,0.513969555529117
"1536",168180,"111B",168180,91,30978541,84010,7,2.25962868942085e-05,2.25962868942085e-05,0.0150006892335137,0.150634991115776,99.8493650088842,0.150862242441274
"1559",168195,"111B",168195,91,30978541,83981,2,6.45608196977385e-06,6.45608196977385e-06,0.0045199032882415,0.142836728090384,99.8571632719096,0.143041043236369
"1562",168197,"111B",168197,91,30978541,84029,1,3.22804098488693e-06,3.22804098488693e-06,0.00346111098127371,0.0932660351647836,99.9067339648352,0.0933531019016306
"1568",168200,"111B",168200,91,30978541,83774,137,0.000442241614929509,0.000442241614929509,0.00346333934170816,12.769225631566,87.230774368434,14.6384412198762
"1576",168207,"111B",168207,91,30978541,83792,247,0.000797326123267071,0.000797326123267071,0.0111027272545226,7.18135377902117,92.8186462209788,7.73697319601506
"1708",168436,"111B",168436,91,30978541,96307,5,1.61402049244346e-05,1.61402049244346e-05,0.055087475874998,0.0292992275795305,99.9707007724205,0.029307814542812
"1711",168438,"111B",168438,91,30978541,84158,37,0.000119437516440816,0.000119437516440816,0.0661240530621907,0.1806264300352,99.8193735699648,0.180953279483963
"1713",168439,"111B",168439,91,30978541,84145,65,0.00020982266401765,0.00020982266401765,0.0215031018226383,0.975778591146095,99.0242214088539,0.985393853406101
"1715",168440,"111B",168440,91,30978541,84098,974,0.00314411191927987,0.00314411191927987,0.0362851899943638,8.665000568464,91.334999431536,9.48705383740569
"1719",168443,"111B",168443,91,30978541,84130,1094,0.0035314768374663,0.0035314768374663,0.0581341783722112,6.07469983467485,93.9253001653252,6.46758628823363
"1721",168444,"111B",168444,91,30978541,84134,146,0.000471293983793491,0.000471293983793491,0.0152309943236579,3.09430870879811,96.9056912912019,3.19311349784369
"1725",168448,"111B",168448,91,30978541,84099,3350,0.0108139372993712,0.0108139372993712,0.143259953604381,7.54847187039748,92.4515281296025,8.16478864450538
"1727",168451,"111B",168451,91,30978541,84135,75,0.000242103073866519,0.000242103073866519,0.0624202981554284,0.387859528103623,99.6121404718964,0.389369735723178
"1731",168455,"111B",168455,91,30978541,84100,2423,0.00782154330638102,0.00782154330638102,0.153298318481111,5.10217162450139,94.8978283754986,5.37648933789375
"1733",168456,"111B",168456,91,30978541,84096,1423,0.00459350232149409,0.00459350232149409,0.046943468648084,9.78517875602611,90.2148212439739,10.8465312252445
"1735",168458,"111B",168458,91,30978541,84150,30,9.68412295466078e-05,9.68412295466078e-05,0.103150852542102,0.0938831111522626,99.9061168888477,0.0939713343645553
"1737",168459,"111B",168459,91,30978541,84159,24,7.74729836372862e-05,7.74729836372862e-05,0.0671604020252404,0.115355151698124,99.8846448483019,0.115488373486553
"1741",168461,"111B",168461,91,30978541,84127,110,0.000355084508337562,0.000355084508337562,0.0178583419705627,1.98833972897862,98.0116602710214,2.02867671405675
"1747",168466,"111B",168466,91,30978541,84119,227,0.000732765303569332,0.000732765303569332,0.0392517613199972,1.8668341978224,98.1331658021776,1.9023478785813
"1757",168475,"111B",168475,91,30978541,84120,832,0.00268573009942592,0.00268573009942592,0.0231008889850522,11.6260898061705,88.3739101938295,13.1555679506216
"1763",168478,"111B",168478,91,30978541,84140,127,0.00040996120508064,0.00040996120508064,0.00992368913684897,4.13113711470826,95.8688628852917,4.3091541824703
"1765",168479,"111B",168479,91,30978541,84128,9,2.90523688639823e-05,2.90523688639823e-05,0.0949160901579737,0.0306084761979017,99.9693915238021,0.0306178478545746
"1767",168480,"111B",168480,91,30978541,84136,9,2.90523688639823e-05,2.90523688639823e-05,0.0109987310123329,0.264142916409229,99.7358570835908,0.264842479057301
"1769",168481,"111B",168481,91,30978541,84133,233,0.000752133549478654,0.000752133549478654,0.019051614057165,3.94787311574679,96.0521268842532,4.11013607278487
"1772",168483,"111B",168483,91,30978541,84111,656,0.00211759488608582,0.00211759488608582,0.0448815971963156,4.71818076532191,95.2818192346781,4.95181641494595
"1774",168484,"111B",168484,91,30978541,84148,225,0.000726309221599558,0.000726309221599558,0.0362833555089116,2.00176971344662,97.9982302865534,2.04265904352896
"1777",168486,"111B",168486,91,30978541,84143,51,0.000164630090229233,0.000164630090229233,0.00540605265235124,3.04529202388791,96.9547079761121,3.14094290773195
"1867",169071,"111B",169071,91,30978541,83601,254,0.000819922410161279,0.000819922410161279,0.0582844770625926,1.40675948637362,98.5932405136264,1.42683157490822
"1870",169072,"111B",169072,91,30978541,83626,279,0.000900623434783452,0.000913535598723,0.00985398293775923,9.27072438112761,90.7292756188724,10.2180077134874
"1872",169073,"111B",169073,91,30978541,83620,1165,0.00376066774739327,0.00376066774739327,0.0426209022118759,8.82352918926571,91.1764708107343,9.67741908719164
"1875",169075,"111B",169075,91,30978541,83657,309,0.00099746466433006,0.00099746466433006,0.112154751656694,0.88936460524054,99.1106353947595,0.897345276516677
"1877",169076,"111B",169076,91,30978541,83691,420,0.00135577721365251,0.00135577721365251,0.0892679011245218,1.5187734858483,98.4812265141517,1.54219594902187
"1880",169077,"111B",169077,91,30978541,83623,637,0.00205626210737297,0.00250173176328737,0.0201778833725269,12.3983854852367,87.6016145147633,14.1531472381108
"1882",169078,"111B",169078,91,30978541,83651,169,0.00054553892644589,0.00054553892644589,0.03582504460934,1.52278645398717,98.4772135460128,1.54633381586864
"1885",169080,"111B",169080,91,30978541,83652,504,0.00162693265638301,0.00162693265638301,0.158997005207317,1.02324735881764,98.9767526411824,1.03382595560312
"1887",169081,"111B",169081,91,30978541,83679,36,0.000116209475455929,0.000116209475455929,0.0426709188708788,0.272338816531176,99.7276611834688,0.273082526251322
"1890",169083,"111B",169083,91,30978541,83621,422,0.00136223329562228,0.00136223329562228,0.177282027882816,0.768398980929258,99.2316010190707,0.774349071301978
"1896",169087,"111B",169087,91,30978541,83707,5,1.61402049244346e-05,1.61402049244346e-05,0.00498912185457665,0.323507931754138,99.6764920682459,0.32455790231125
"1900",169089,"111B",169089,91,30978541,83622,5701,0.0184030616548404,0.0184030616548404,0.257351872520746,7.15093365149571,92.8490663485043,7.70167534550648
"1902",169091,"111B",169091,91,30978541,83645,671,0.00216601550085913,0.00216601550085913,0.131181447941425,1.65115992760371,98.3488400723963,1.67888093686541
"1905",169095,"111B",169095,91,30978541,83608,3258,0.0105169575287616,0.0105169575287616,0.467048502566367,2.25179129597298,97.748208704027,2.30366502448265
"1908",169096,"111B",169096,91,30978541,83618,1058,0.00341526736201037,0.00408024380489707,0.0697527205945403,5.84958374400158,94.1504162559984,6.21301952409467
"1910",169097,"111B",169097,91,30978541,83810,5,1.61402049244346e-05,1.61402049244346e-05,0.165653282890733,0.00974336556618736,99.9902566344338,0.0097443149904188
"1920",169102,"111B",169102,91,30978541,83619,388,0.00125247990213613,0.00125247990213613,0.353710848128997,0.354097113153667,99.6459028868463,0.355355416424662
"1922",169103,"111B",169103,91,30978541,83670,83,0.000267927401745615,0.000267927401745615,0.0536103216016748,0.499768316512477,99.5002316834875,0.502278545543744
"1929",169106,"111B",169106,91,30978541,83709,45,0.000145261844319912,0.000145261844319912,0.00165581070770924,8.77285330041601,91.227146699584,9.61649423203544
"1934",169108,"111B",169108,91,30978541,83610,248,0.000800554164251958,0.000800554164251958,0.106625421675012,0.750809845978381,99.2491901540216,0.756489644714705
"1936",169109,"111B",169109,91,30978541,83615,475,0.00153331946782129,0.00153331946782129,0.0633566265634062,2.4201406403587,97.5798593596413,2.48016409968271
"1938",169110,"111B",169110,91,30978541,83677,46,0.000148489885304799,0.000148489885304799,0.00549910875080434,2.70025365988769,97.2997463401123,2.77519085244984
"1940",169111,"111B",169111,91,30978541,83656,77,0.000248559155836293,0.000248559155836293,0.0123647989847694,2.01021590518748,97.9897840948125,2.05145457126678
"1942",169112,"111B",169112,91,30978541,83743,48,0.000154945967274572,0.000154945967274572,0.00683866970317494,2.26573257665357,97.7342674233464,2.31825810576684
"1944",169113,"111B",169113,91,30978541,83738,656,0.00211759488608582,0.00211759488608582,0.0181421524067401,11.6722362298043,88.3277637701957,13.2146855434631
"1946",169114,"111B",169114,91,30978541,83625,736,0.00237583816487678,0.00388333330481897,0.0310004153102418,12.5267138067534,87.4732861932466,14.3206164440642
"1949",169115,"111B",2509154,91,30978541,83580,455,0.00146875864812355,0.0141097671449407,0.14223342977459,9.92014828532349,90.0798517146765,11.0126161361201
"1950",169115,"111B",169115,91,30978541,83627,3916,0.0126410084968172,0.0141097671449407,0.14223342977459,9.92014828532349,90.0798517146765,11.0126161361201
"1956",169119,"111B",169119,91,30978541,83614,357,0.00115241063160463,0.00115241063160463,0.204644271821628,0.563128701989322,99.4368712980107,0.566317800065968
"1958",169120,"111B",169120,91,30978541,83642,536,0.00173022996789939,0.00173022996789939,0.0249207948977048,6.94291644789687,93.0570835521031,7.46092203073342
"1961",169122,"111B",169122,91,30978541,83704,531,0.00171408976297496,0.00171408976297496,0.0134663419139829,12.7286962853299,87.2713037146701,14.5852024016346
"1965",169549,"111B",169549,91,30978541,84970,1565,0.00505188414134804,0.00505188414134804,0.0784454495489783,6.43999641839497,93.560003581605,6.8832793628293
"1969",169554,"111B",169554,91,30978541,85030,11,3.55084508337562e-05,3.55084508337562e-05,0.122039628245366,0.029095836610027,99.97090416339,0.0291043047509839
"1971",169555,"111B",169555,91,30978541,85025,190,0.000613327787128516,0.000613327787128516,0.121534584239834,0.504652886225527,99.4953471137745,0.50721254899332
"1976",169559,"111B",169559,91,30978541,84977,2343,0.00756330002759007,0.00756330002759007,0.137010967835692,5.52021502151582,94.4797849784842,5.84274723187922
"1980",169562,"111B",169562,91,30978541,84982,2401,0.00775052640471351,0.00775052640471351,0.130760162159514,5.92728417945723,94.0727158205428,6.30074738223182
"1982",169563,"111B",169563,91,30978541,85009,2486,0.0080249098884289,0.0080249098884289,0.0798897270487736,10.0449834852103,89.9550165147897,11.1666740493108
"1985",169565,"111B",169565,91,30978541,85016,3788,0.0122278192507517,0.0122278192507517,0.251467820258998,4.86257813749597,95.137421862504,5.11110984752513
"1987",169567,"111B",169567,91,30978541,84981,471,0.00152040730388174,0.00152040730388174,0.400041416172169,0.380062474138276,99.6199375258617,0.38151245983226
"1992",169572,"111B",169572,91,30978541,85110,733,0.00236615404192212,0.00236615404192212,0.17036466678827,1.38887604250873,98.6111239574913,1.40843749342867
"1995",169574,"111B",169574,91,30978541,85021,29,9.36131885617208e-05,9.36131885617208e-05,0.247263995729602,0.0378596116614134,99.9621403883386,0.0378739505920283
"1998",169577,"111B",169577,91,30978541,85083,591,0.00190777222206817,0.00190777222206817,0.0255897205170725,7.45522883219993,92.5447711678001,8.05580773297529
"2000",169578,"111B",169578,91,30978541,85115,1491,0.00481300910846641,0.00481300910846641,0.128031937778074,3.75922538703515,96.2407746129649,3.90606310283036
"2008",169584,"111B",169584,91,30978541,85082,1085,0.00350242446860231,0.00350242446860231,0.148105629216312,2.36481522487368,97.6351847751263,2.42209325492683
"2013",169589,"111B",169589,91,30978541,85090,195,0.000629467992052951,0.000629467992052951,0.0101841445375879,6.18086270996741,93.8191372900326,6.58806176277222
"2041",169847,"111B",2508740,91,30978541,83639,18,5.81047377279647e-05,5.81047377279647e-05,0.0636331025333276,0.0913121243735248,99.9086878756265,0.0913955796188583
"2049",169853,"111B",2508746,91,30978541,83636,11,3.55084508337562e-05,3.55084508337562e-05,0.198372394152242,0.017899895288104,99.9821001047119,0.0179030999242437
"2093",169962,"111B",169962,91,30978541,85132,166,0.00053585480349123,0.00053585480349123,0.0424399362246229,1.26261924771776,98.7373807522822,1.27876518305209
"2102",169971,"111B",169971,91,30978541,97622,30,9.68412295466078e-05,9.68412295466078e-05,0.0407588146997587,0.237595794333001,99.762404205667,0.238161656412351
"2106",169973,"111B",169973,91,30978541,85182,6712,0.021666611090561,0.021666611090561,0.167507373943216,12.9347207711022,87.0652792288978,14.8563478870795
"2128",169989,"111B",169989,91,30978541,85163,1904,0.00614619003522471,0.00614619003522471,0.204428477584944,3.00652340996417,96.9934765900358,3.09971713115501
"2138",169994,"111B",169994,91,30978541,85164,1672,0.00539728452673094,0.00539728452673094,0.0426832722841874,12.6449642632728,87.3550357367271,14.47536957272
"2157",170007,"111B",170007,91,30978541,85144,2115,0.00682730668303585,0.00682730668303585,0.0654338726749573,10.4339028150611,89.5660971849389,11.6493887117989
"2163",170010,"111B",170010,91,30978541,97681,767,0.00247590743540827,0.00247590743540827,0.0210210796256941,11.7782125347262,88.2217874652738,13.350684533979
"2257",170606,"111B",170606,91,30978541,97312,41,0.000132349680380364,0.000132349680380364,0.00188859022636916,7.00785583513306,92.9921441648669,7.53596542812127
"2259",170607,"111B",170607,91,30978541,97275,173,0.000558451090385438,0.000558451090385438,0.0085661800047385,6.51925467450513,93.4807453254949,6.97390104433318
"2261",170608,"111B",170608,91,30978541,97274,44,0.000142033803335025,0.000142033803335025,0.00335877490699844,4.22873837240712,95.7712616275929,4.41545647466836
"2263",170609,"111B",170609,91,30978541,97290,596,0.00192391242699261,0.00192391242699261,0.021638395032613,8.89119744829931,91.1088025517007,9.75887861466942
"2265",170610,"111B",170610,91,30978541,97277,42,0.000135577721365251,0.000135577721365251,0.00390285018789044,3.47381310678832,96.5261868932117,3.59882972548315
"2280",170626,"111B",170626,91,30978541,97288,75,0.000242103073866519,0.000242103073866519,0.0682759499240491,0.354594954937775,99.6454050450622,0.355856805215873
"2282",170627,"111B",170627,91,30978541,97374,33,0.000106525352501269,0.000106525352501269,0.0065400075598281,1.62882613707664,98.3711738629234,1.65579617800063
"2285",170629,"111B",170629,91,30978541,97289,487,0.00157205595963993,0.00157205595963993,0.0574441645211488,2.73666781081159,97.2633321891884,2.81366857295045
"2287",170630,"111B",170630,91,30978541,97283,167,0.000539082844476117,0.000539082844476117,0.0105259947575471,5.12144321646745,94.8785567835325,5.39789325437583
"2291",170633,"111B",170633,91,30978541,97384,3,9.68412295466078e-06,9.68412295466078e-06,0.140376982268811,0.00689865446467318,99.9931013455353,0.00689913041184136
"2296",170638,"111B",170638,91,30978541,97304,128,0.000413189246065526,0.000413189246065526,0.00601404964013861,6.87039966061876,93.1296003393812,7.377245940691
"2298",170639,"111B",170639,91,30978541,97327,15,4.84206147733039e-05,4.84206147733039e-05,0.00712798095041726,0.679303369497212,99.3206966305028,0.683949461233026
"2300",170640,"111B",170640,91,30978541,97303,132,0.000426101410005074,0.000426101410005074,0.0169556918337805,2.51302874681976,97.4869712531802,2.57780984937286
"2302",170641,"111B",170641,91,30978541,97369,4,1.29121639395477e-05,1.29121639395477e-05,0.0280263138262531,0.0460715740913901,99.9539284259086,0.0460928097743961
"2304",170642,"111B",170642,91,30978541,97371,39,0.00012589359841059,0.00012589359841059,0.00325163778259272,3.87169810501487,96.1283018949851,4.02763601217516
"2306",170643,"111B",170643,91,30978541,97282,1717,0.00554254637105085,0.00554254637105085,0.164677959159922,3.36568803701799,96.634311962982,3.4829119891776
"2308",170644,"111B",170644,91,30978541,97286,267,0.000861886942964809,0.000861886942964809,0.0161448195698466,5.33847367718213,94.6615263228179,5.63953898120836
"2314",170652,"111B",170652,91,30978541,97387,53,0.000171086172199007,0.000171086172199007,0.0354050933953525,0.483224744780549,99.5167752552195,0.485571144705279
"2319",170657,"111B",170657,91,30978541,97315,407,0.00131381268084898,0.00131381268084898,0.0841073598708959,1.56206624826373,98.4379337517363,1.58685395835645
"2321",170658,"111B",170658,91,30978541,97296,599,0.00193359654994727,0.00193359654994727,0.0385189080273978,5.01986335794342,94.9801366420566,5.28517175845023
"2323",170659,"111B",170659,91,30978541,97293,1182,0.00381554444413635,0.00381554444413635,0.0738968219826478,5.16334037346328,94.8366596265367,5.44445617738576
"2325",170660,"111B",170660,91,30978541,97305,445,0.00143647823827468,0.00143647823827468,0.0200771971940159,7.15477476459131,92.8452252354087,7.70613108692494
"2327",170662,"111B",170662,91,30978541,97332,49,0.000158174008259459,0.000158174008259459,0.046302711877219,0.341608518911138,99.6583914810889,0.34277948282555
"2330",170664,"111B",170664,91,30978541,97333,149,0.000480978106748152,0.000480978106748152,0.166240966633857,0.289325860218017,99.710674139782,0.290165383710492
"2334",170667,"111B",170667,91,30978541,97390,7,2.25962868942085e-05,2.25962868942085e-05,0.0128486120877813,0.175865585635486,99.8241344143645,0.176175417565333
"2339",170673,"111B",170673,91,30978541,97368,4,1.29121639395477e-05,1.29121639395477e-05,0.00383933262812757,0.336312718646754,99.6636872813532,0.337447597837048
"2341",170674,"111B",170674,91,30978541,97330,57,0.000183998336138555,0.000183998336138555,0.0155988764962682,1.17956146510022,98.8204385348998,1.19364119668791
"2345",170677,"111B",170677,91,30978541,97309,23,7.42449426523993e-05,7.42449426523993e-05,0.00430560169853214,1.724380187738,98.275619812262,1.7546367970328
"2355",170686,"111B",170686,91,30978541,97391,10,3.22804098488693e-05,3.22804098488693e-05,0.00204331233038526,1.5798079113428,98.4201920886572,1.60516645803709
"2357",170687,"111B",170687,91,30978541,97307,32,0.000103297311516382,0.000103297311516382,0.00635933552585471,1.62434127113458,98.3756587288654,1.65116177327102
"2362",170691,"111B",170691,91,30978541,97376,35,0.000112981434471042,0.000112981434471042,0.00179642444487481,6.28923942742918,93.7107605725708,6.71133110968479
"2364",170692,"111B",170692,91,30978541,97331,207,0.000668204483871594,0.000668204483871594,0.123937181459194,0.53914771661287,99.4608522833871,0.542070276129056
"2367",170694,"111B",170694,91,30978541,97353,227,0.000732765303569332,0.000732765303569332,0.314690336897898,0.232852813592137,99.7671471864079,0.233396283404865
"2372",170699,"111B",170699,91,30978541,97278,37,0.000119437516440816,0.000119437516440816,0.00193027621411838,6.18758681100813,93.8124131889919,6.59570157154234
"2374",170700,"111B",170700,91,30978541,97287,19,6.13327787128516e-05,6.13327787128516e-05,0.0279518885997266,0.219422664390024,99.78057733561,0.219905186208735
"2587",171796,"111B",171796,91,30978541,96800,63,0.000203366582047876,0.000203366582047876,0.00336550953402252,6.04266842782669,93.9573315721733,6.43128995546773
"2616",171838,"111B",171838,91,30978541,96740,300,0.000968412295466078,0.000968412295466078,0.0147635452888289,6.55948335254437,93.4405166474556,7.01995621160019
"2685",172107,"111B",172107,91,30978541,84875,73,0.000235646991896746,0.000235646991896746,0.0284097647951674,0.829457736083863,98.3966388535741,0.842973648031001
"2690",172110,"111",172110,79,60797146,84827,1552,0.00255275140711375,0.00255275140711375,0.0275497241345238,9.2659781079796,85.8286254038404,10.7959064524002
"2691",172110,"111B",172110,91,30978541,84904,18,5.81047377279647e-05,5.81047377279647e-05,0.0275497241345238,0.210908600914631,85.8286254038404,0.245732236677758
"2694",172113,"111",172113,79,60797146,84913,26,4.27651653253592e-05,4.27651653253592e-05,0.0621655475613502,0.068792389036958,99.1640313981938,0.0693723198492423
"2695",172113,"111B",172113,91,30978541,84972,101,0.000326032139473579,0.000326032139473579,0.0621655475613502,0.524457922858032,99.1640313981938,0.528879186801178
"2698",172114,"111",172114,79,60797146,84825,395,0.000649701550135265,0.000649701550135265,0.0135040291298033,4.81116816240702,93.0587046249101,5.17003560472855
"2699",172114,"111B",172114,91,30978541,85043,21,6.77888606826254e-05,6.77888606826254e-05,0.0135040291298033,0.501989887840334,93.0587046249101,0.539433564934839
"2702",172115,"111",172115,79,60797146,84838,31,5.0989235580236e-05,5.0989235580236e-05,0.00512271835077477,0.995355045676565,96.9881899309713,1.02626417338542
"2703",172115,"111B",172115,91,30978541,84978,32,0.000103297311516382,0.000103297311516382,0.00512271835077477,2.01645502335218,96.9881899309713,2.07907274564804
"2708",172118,"111B",172118,91,30978541,84975,146,0.000471293983793491,0.000471293983793491,0.00697936625865684,6.75267590676908,50.8481677024509,13.2800771628268
"2711",172119,"111B",172119,91,30978541,84885,125,0.000403505123110866,0.000403505123110866,0.0384311177743398,1.04994376036672,98.9500562396333,1.06108455140643
"2713",172120,"111B",172120,91,30978541,84882,224,0.000723081180614671,0.000723081180614671,0.0178032029672518,4.06152298518837,95.9384770148116,4.23346618746233
"2720",172123,"111",172123,79,60797146,84949,27,4.44099793763345e-05,4.44099793763345e-05,0.0833716829637221,0.0532674618019392,97.2873538068519,0.0547527090804557
"2721",172123,"111B",172123,91,30978541,84870,166,0.00053585480349123,0.00053585480349123,0.0833716829637221,0.642729982702159,97.2873538068519,0.660651109884429
"2724",172124,"111",172124,79,60797146,84817,34,5.5923677733162e-05,5.5923677733162e-05,0.0378750419481307,0.147653111011068,96.1743274588137,0.153526533444489
"2725",172124,"111B",172124,91,30978541,84916,95,0.000306663893564258,0.000306663893564258,0.0378750419481307,0.809672749628183,96.1743274588137,0.841880334411408
"2740",172130,"111B",172130,91,30978541,84909,98,0.000316348016518919,0.000316348016518919,0.12769810486214,0.247731175697901,94.0232320120972,0.263478685423224
"2743",172131,"111B",172131,91,30978541,84891,511,0.00164952894327722,0.00164952894327722,0.0177514338454906,9.29237016927651,90.7076298307235,10.2443093118161
"2745",172132,"111B",172132,91,30978541,85051,162,0.000522942639551682,0.000522942639551682,0.014140631639926,3.69815615644182,96.3018438435582,3.84017170268251
"2750",172136,"111",172136,79,60797146,84863,205,0.000337186880449947,0.000337186880449947,0.121946340986882,0.276504303221546,98.5698954278046,0.280515975005843
