"","muiid","LRU","ncnesoil30m","MLRA.value","MLRA.total","Value","Count","percentmlra","pmlra","mu.total","affinity","best","ofbest"
"7186",188662,"111C",188662,90,7419931,83546,417,0.00561999835308442,0.00561999835308442,0.0559110020486613,10.0516859779997,87.4656941929132,11.4921468019562
"7188",188663,"111B",188663,91,30978541,83696,67,0.000216278745987424,0.000216278745987424,0.00986280583001094,2.19287239062663,97.8071276093734,2.24203740997755
"7190",188664,"111B",188664,91,30978541,83676,6,1.93682459093216e-05,1.93682459093216e-05,0.0321914653342042,0.0601657790605211,99.8142368229702,0.0602777529294049
"7191",188664,"111C",188664,90,7419931,83675,3,4.04316428279454e-05,4.04316428279454e-05,0.0321914653342042,0.125597397969287,99.8142368229702,0.12583114590361
"7193",188665,"111B",188665,91,30978541,83512,563,0.00181738707449134,0.00181738707449134,0.0140505564727235,12.9346270236304,87.0653729763696,14.8562242157292
"7195",188667,"111B",188667,91,30978541,83740,22,7.10169016675124e-05,7.10169016675124e-05,0.00274415091290295,2.58793717698222,97.4120628230178,2.65669066230955
"8078",189356,"111C",189356,90,7419931,82523,24,0.000323453142623563,0.000323453142623563,0.012791030662086,2.52874964628388,76.5785412220327,3.30216481788547
"10897",191613,"111B",191613,91,30978541,73356,414,0.00133640896774319,0.00133640896774319,0.0330896732387178,4.03874936480023,95.9612506351998,4.20872939657038
"10899",191614,"111B",191614,91,30978541,73337,2401,0.00775052640471351,0.00775375444569839,0.116600854967836,6.64982640808012,92.8819252955945,7.15944074901248
"10908",191616,"111B",191616,91,30978541,73294,4391,0.0141743279646385,0.0141743279646385,0.187207640472561,7.57144736660254,91.8258198609958,8.24544488474381
"10911",191617,"111B",191617,91,30978541,73348,1068,0.00344754777185924,0.00344754777185924,0.0526397004558682,6.54933014816369,93.4506698518363,7.00832873487958
"10913",191618,"111B",191618,91,30978541,73350,336,0.00108462177092201,0.00108462177092201,0.0525390882548117,2.06440919884573,93.310698755897,2.21240353611141
"10929",191626,"111B",191626,91,30978541,73307,578,0.00186580768926464,0.00186580768926464,0.0157369135999423,11.8562491775482,88.1437508224517,13.4510377274849
"10931",191627,"111B",191627,91,30978541,73943,184,0.000593959541219194,0.000593959541219194,0.0158265890052411,3.75292200374004,96.1320855371127,3.90392238218028
"10934",191628,"111B",191628,91,30978541,73357,12,3.87364918186431e-05,3.87364918186431e-05,0.00876628929493211,0.441880144670073,99.5581198553299,0.443841391653618
"10936",191629,"111B",191629,91,30978541,73317,7,2.25962868942085e-05,2.25962868942085e-05,0.00464990207782956,0.485951887071905,99.5140481129281,0.488324911192889
"10944",191634,"111B",191634,91,30978541,73336,1239,0.0039995427802749,0.0039995427802749,0.0413328896885326,9.6764170383774,82.0677254441287,11.7907703497461
"10953",191637,"111B",191637,91,30978541,73331,1160,0.00374452754246883,0.00374452754246883,0.0445280655561508,8.40936496050319,91.5906350394968,9.18146812376266
"10955",191638,"111B",191638,91,30978541,73330,817,0.00263730948465262,0.00263730948465262,0.039153022823167,6.73590260594672,93.2640973940533,7.22239617833498
"10957",191639,"111B",191639,91,30978541,73351,257,0.00082960653311594,0.00082960653311594,0.0184198554159473,4.50387103689041,95.4961289631096,4.71628649851375
"10959",191640,"111B",191640,91,30978541,73355,96,0.000309891934549145,0.000309891934549145,0.05805869102364,0.533756323274606,96.5473065482094,0.552844343729137
"10976",191650,"111B",191650,91,30978541,73321,163,0.000526170680536569,0.000526170680536569,0.0149675812184849,3.5154022073169,96.4845977926831,3.64348537252595
"11035",191677,"111B",191677,91,30978541,73341,1228,0.00396403432944114,0.00396403432944114,0.0330915573322884,11.9789899569741,86.4810923414254,13.8515710574992
"11038",191678,"111B",191678,91,30978541,73338,736,0.00237583816487678,0.00237583816487678,0.0263705722193627,9.00942969729079,90.8007818320671,9.92219396739714
"11052",191683,"111B",191683,91,30978541,73922,45,0.000145261844319912,0.000145261844319912,0.00804872581740209,1.80478062758508,60.5470563280829,2.98079004502814
"11055",191684,"111B",191684,91,30978541,73354,114,0.000367996672277109,0.000367996672277109,0.0138181892184836,2.66313238629608,85.4442656415759,3.11680645424172
"11064",191687,"111B",191687,91,30978541,73291,1772,0.00572008862521963,0.00572008862521963,0.325058147056132,1.75971243207507,89.8412841936424,1.95869020336154
"11069",191688,"111B",191688,91,30978541,73949,647,0.00208854251722184,0.00208854251722184,0.0446027847796733,4.68253838305999,88.9000717328311,5.26719303121857
"11074",191689,"111B",191689,91,30978541,73346,976,0.00315056800124964,0.00315056800124964,0.12050707099212,2.61442583851006,94.5595071577918,2.76484714979251
"12706",215406,"111C",215406,90,7419931,83578,535,0.00721030963765027,0.00721030963765027,0.0841535696350055,8.56803777774744,78.9691454868648,10.8498549970666
"12834",243641,"111C",243641,90,7419931,82385,112,0.00150944799890996,0.00150944799890996,0.0747935878430745,2.01815161224376,93.880223546123,2.14970899728658
"12978",268411,"111C",268411,90,7419931,82446,29,0.000390839214003473,0.000390839214003473,0.00420458247978021,9.29555350342189,90.7044464965781,10.2481784107161
"13236",272593,"111C",272593,90,7419931,83044,54,0.000727769570903018,0.000727769570903018,0.00617404361806116,11.7875676934651,88.2124323065349,13.3627056699941
"13264",272614,"111C",272614,90,7419931,83086,40,0.000539088571039272,0.000539088571039272,0.00419606563595489,12.8474770847238,87.1525229152762,14.7413713969167
"13267",272616,"111C",272616,90,7419931,83012,1318,0.017762968415744,0.017762968415744,0.136453902526342,13.0175598402654,86.9824401597346,14.9657331024054
"13286",272629,"111C",272629,90,7419931,83040,44,0.0005929974281432,0.0005929974281432,0.0578153636079868,1.02567447670827,98.9743255232917,1.03630357800912
"16218",604519,"111C",604519,90,7419931,82489,147,0.00198115049856933,0.00198115049856933,0.0257325687919423,7.69900010600452,83.0249764220514,9.27311326999627
"16237",606832,"111C",606832,90,7419931,82655,11,0.0001482493570358,0.0001482493570358,0.0153750151038903,0.964222513175215,99.0357774868248,0.97361028271171
"16239",606833,"111C",606833,90,7419931,82609,264,0.0035579845688592,0.0035579845688592,0.0937585843595315,3.79483606025403,96.205163939746,3.94452429043286
"16244",606848,"111C",606848,90,7419931,82629,84,0.00113208599918247,0.00113208599918247,0.13007593249918,0.870327029321592,98.4460393860699,0.884065052031685
"16252",612129,"111C",612129,90,7419931,82407,106,0.00142858471325407,0.00142858471325407,0.0186395168829924,7.66427972474749,58.2155087004179,13.1653573005581
"16259",612211,"111C",612211,90,7419931,82402,220,0.002964987140716,0.002964987140716,0.0456414814336758,6.49625526512452,82.3586355675004,7.88776455603159
"16262",612212,"111C",612212,90,7419931,82581,20,0.000269544285519636,0.000269544285519636,0.0361893268110968,0.74481707528471,96.8502675034491,0.769039770858851
"16282",612248,"111C",612248,90,7419931,82524,7,9.43404999318727e-05,9.43404999318727e-05,0.0211902059778819,0.44520803634634,99.5547919636537,0.447199002242786
"16308",612346,"111C",612346,90,7419931,82569,294,0.00396230099713865,0.00396230099713865,0.232293811958651,1.70572817404363,93.0652570714146,1.83283023946812
"16323",612368,"111C",612368,90,7419931,82567,264,0.0035579845688592,0.0035579845688592,0.066596941298757,5.34256453745813,91.764922644998,5.82201170498055
"16338",612664,"111C",612664,90,7419931,82612,38,0.000512134142487309,0.000512134142487309,0.118837425635493,0.430953581961768,99.1687480010171,0.434565919857482
"16463",614082,"111C",614082,90,7419931,82431,125,0.00168465178449773,0.00168465178449773,0.0252388810126704,6.67482755535794,49.6258370377193,13.4503072467767
"16475",614145,"111C",614145,90,7419931,82564,132,0.0017789922844296,0.0017789922844296,0.0989604067020455,1.79768085410751,97.6470954176121,1.84099777511997
"16482",614151,"111C",614151,90,7419931,82582,87,0.00117251764201042,0.00117251764201042,0.0121373285543327,9.66042598881337,82.9907935806629,11.6403586133008
"16524",615116,"111C",615116,90,7419931,82386,226,0.00304585042637189,0.00304585042637189,0.0267905241257685,11.3691333998286,88.6308666001714,12.8275101394604
"16663",625101,"111C",625101,90,7419931,82445,145,0.00195419607001736,0.00195419607001736,0.22368888465113,0.873622340718973,92.2669690808551,0.946841919076591
"16673",625127,"111C",625127,90,7419931,82623,16,0.000215635428415709,0.000215635428415709,0.00854122970981909,2.52464148303859,92.3172361306272,2.73474552408205
"16855",644364,"111B",644364,91,30978541,97060,275,0.000887711270843904,0.000887711270843904,0.0121030815969123,7.33458882959508,92.6654111704049,7.9151311551484
"16859",644366,"111B",644366,91,30978541,97157,109,0.000351856467352675,0.000351856467352675,0.00416462739361851,8.44869022116666,91.5513097788333,9.22836630254306
"16861",644367,"111B",644367,91,30978541,97069,1569,0.00506479630528759,0.00506479630528759,0.0742998024926231,6.81670224599917,93.1832977540008,7.3153691812828
"16877",644379,"111B",644379,91,30978541,97007,31,0.000100069270531495,0.000100069270531495,0.0106693614682827,0.937912459231745,99.0620875407683,0.9467925444694
"16880",644381,"111B",644381,91,30978541,97141,153,0.0004938902706877,0.0004938902706877,0.00923869423283917,5.3458882634318,94.6541117365682,5.64781409423601
"16882",644382,"111B",644382,91,30978541,97105,86,0.000277611524700276,0.000277611524700276,0.0035444009340784,7.83239621768294,92.1676037823171,8.49799267449941
"16894",644389,"111B",644389,91,30978541,97000,11,3.55084508337562e-05,3.55084508337562e-05,0.00462630303866457,0.767534044721939,99.2324659552781,0.7734706956369
"16896",644390,"111B",644390,91,30978541,97001,479,0.00154623163176084,0.00154623163176084,0.0281810299639329,5.48678183068454,94.5132181693155,5.80530632324387
"16898",644391,"111B",644391,91,30978541,97030,33,0.000106525352501269,0.000106525352501269,0.00113934038861385,9.34973898633312,90.6502610136669,10.3140783951229
"16904",644395,"111B",644395,91,30978541,97117,287,0.000926447762662548,0.000926447762662548,0.00955750557546241,9.6934054115655,90.3065945884345,10.7338843367336
"16913",644403,"111B",644403,91,30978541,97037,9,2.90523688639823e-05,2.90523688639823e-05,0.00168519630342337,1.72397534963519,98.2760246503648,1.75421762914053
"16915",644404,"111B",644404,91,30978541,97038,44,0.000142033803335025,0.000142033803335025,0.026626687218363,0.533426491137327,99.4665735088627,0.536287189072415
"16923",644410,"111B",644410,91,30978541,96980,873,0.00281807977980629,0.00281807977980629,0.0230011965207553,12.2518834064279,87.7481165935721,13.9625599751339
"16935",644416,"111B",644416,91,30978541,97061,153,0.0004938902706877,0.0004938902706877,0.0376752315707407,1.3109150232039,98.6890849767961,1.32832827815977
"16944",644421,"111B",644421,91,30978541,96988,499,0.00161079245145858,0.00161079245145858,0.0300518796353341,5.36003894267117,94.6399610573288,5.66361068071899
"16946",644422,"111B",644422,91,30978541,96951,117,0.00037768079523177,0.00037768079523177,0.0181175302481082,2.08461523209658,97.9153847679034,2.12899661992639
"16957",644430,"111B",644430,91,30978541,97058,329,0.0010620254840278,0.0010620254840278,0.0188428235506708,5.63623323846276,94.3637667615372,5.97287860785151
"16969",644437,"111B",644437,91,30978541,97123,148,0.000477750065763265,0.000477750065763265,0.0038446360865708,12.4264053867681,87.5735946132319,14.1896714890479
"16980",644446,"111B",644446,91,30978541,97022,142,0.000458381819853943,0.000458381819853943,0.00420745490248288,10.8945153418863,89.1054846581137,12.2265373267281
"16993",644454,"111B",644454,91,30978541,97048,326,0.00105234136107314,0.00105234136107314,0.0141240488445597,7.45070604509045,92.5492939549095,8.05052715877062
"17003",644460,"111B",644460,91,30978541,97003,740,0.00238875032881632,0.00238875032881632,0.0459899242982739,5.19407319160553,94.8059268083945,5.47863764055902
"17008",644463,"111B",644463,91,30978541,97110,421,0.0013590052546374,0.0013590052546374,0.0124060312796654,10.9543916503333,89.0456083496667,12.3020010232478
"17010",644464,"111B",644464,91,30978541,97059,173,0.000558451090385438,0.000558451090385438,0.00590906995588498,9.45074427201972,90.5492557279803,10.4371308146483
"17020",644469,"111B",644469,91,30978541,97229,55,0.000177542254168781,0.000177542254168781,0.0342149399861434,0.518902719808024,99.481097280192,0.521609364989729
"17470",1249112,"111B",1249112,91,30978541,74099,178,0.000574591295309873,0.000574591295309873,0.0067481240425987,8.51483007251594,68.2913607266182,12.4683854325326
"17516",1404513,"111",1404513,79,60797146,94554,1140,0.0018750880181119,0.0018750880181119,0.0845871144906591,2.21675373300382,97.7832462669962,2.26700771106637
"17546",1407435,"111B",1407435,91,30978541,96743,8,2.58243278790954e-05,2.58243278790954e-05,0.000408011389700492,6.32931543848622,93.6706845615138,6.75698642335612
"17609",1414131,"111B",1414131,91,30978541,84122,12,3.87364918186431e-05,3.87364918186431e-05,0.0010488022980609,3.69340264511831,96.3065973548817,3.83504634839131
"17695",1454479,"111",1454479,79,60797146,94421,55,9.04647728036444e-05,9.04647728036444e-05,0.0193698701977024,0.467038611411941,99.532961388588,0.46923009714196
"17710",1529121,"111B",1529121,91,30978541,97329,12,3.87364918186431e-05,3.87364918186431e-05,0.000948705686631491,4.08308839764441,95.9169116023556,4.25690144671436
"17722",1529134,"111B",1529134,91,30978541,97311,28,9.03851475768339e-05,9.03851475768339e-05,0.00130974386862605,6.90097886632215,93.0990211336779,7.4125149569653
"17724",1529135,"111B",1529135,91,30978541,97298,7,2.25962868942085e-05,2.25962868942085e-05,0.000245538739623356,9.20273799925422,90.7972620007458,10.1354796350342
"17730",1529141,"111B",1529141,91,30978541,97310,44,0.000142033803335025,0.000142033803335025,0.00143873990594333,9.87209729488236,90.1279027051176,10.9534306231247
"17819",1539759,"111B",1539759,91,30978541,84124,1,3.22804098488693e-06,3.22804098488693e-06,7.14757305958505e-05,4.51627560568696,95.483724394313,4.72989049634928
"17828",1539778,"111B",1539778,91,30978541,84097,4,1.29121639395477e-05,1.29121639395477e-05,0.000135758005239282,9.51116209816812,90.4888379018319,10.5108677696651
"17967",1592205,"111B",1592205,91,30978541,96959,16,5.16486557581908e-05,5.16486557581908e-05,0.00512927676281388,1.0069383686338,98.9930616313662,1.01718075190307
"18164",1605976,"111",1605976,79,60797146,84955,34,5.5923677733162e-05,5.5923677733162e-05,0.000651953500335577,8.57786294641821,91.4221370535818,9.38269791417235
"18170",1605982,"111",1605982,79,60797146,84995,55,9.04647728036444e-05,9.04647728036444e-05,0.00157826440632265,5.73191490863226,94.2680850913678,6.08044058927971
"18172",1605983,"111",1605983,79,60797146,84996,1,1.64481405097535e-06,1.64481405097535e-06,0.00167143828653255,0.0984071062765691,99.9015928937234,0.0985040412531318
"18309",1702554,"111C",1702554,90,7419931,94791,281,0.00378709721155089,0.00378709721155089,0.0507889073906071,7.45654397017266,92.5434560298273,8.05734331746739
"18656",2399566,"111B",2399566,91,30978541,83633,200,0.000645608196977385,0.00198524520570546,0.0974774125093657,2.0366207458725,97.9633792541275,2.07896130306948
"18942",2481959,"111C",2481959,90,7419931,94969,11,0.0001482493570358,0.0001482493570358,0.00254165612341698,5.83278578364467,94.1672142163553,6.19407278019658
"19133",2522073,"111C",2530222,90,7419931,94831,78,0.00105122271352658,0.00105122271352658,0.0355133434539967,2.9600781320078,97.0399218679922,3.05037151208194
"19144",2531380,"111B",2673730,91,30978541,74111,729,0.00235324187798257,0.00235324187798257,0.141942983980657,1.6578782635028,97.8417492838271,1.69444871503012
"19154",2531381,"111B",2673731,91,30978541,83475,339,0.00109430589387667,0.00109430589387667,1.7995028243703,0.0608115685653118,99.9391884314347,0.0608485715361125
"19323",2531474,"111B",644362,91,30978541,97124,386,0.00124602382016635,0.00219183982873822,0.0352601203682371,6.21620064210747,93.7837993578925,6.62822436782023
"19324",2531474,"111B",169067,91,30978541,83697,73,0.000235646991896746,0.00219183982873822,0.0352601203682371,6.21620064210747,93.7837993578925,6.62822436782023
"19528",2545190,"111C",186970,90,7419931,83640,63,0.000849064499386854,0.000849064499386854,1.19863760557829,0.0708357968609887,36.0730804500475,0.196367473964634
"19575",2545191,"111C",186960,90,7419931,82781,1986,0.0267657475520999,0.0267657475520999,6.40841847969319,0.417665413657276,39.203120172464,1.06538819313326
"20458",2585831,"111",163544,79,60797146,94595,36948,0.0607725895554374,0.0607725895554374,0.873202934360717,6.95973263075779,75.4030673145153,9.23003914645528
"20815",2598144,"111B",191609,91,30978541,73316,3603,0.0116306316685476,0.0149361456370718,0.466597610571532,3.20107632329634,52.1332485734194,6.14018195852165
"20816",2598144,"111B",188622,91,30978541,83484,135,0.000435785532959735,0.0149361456370718,0.466597610571532,3.20107632329634,52.1332485734194,6.14018195852165
"20818",2598144,"111B",160854,91,30978541,95944,257,0.00082960653311594,0.0149361456370718,0.466597610571532,3.20107632329634,52.1332485734194,6.14018195852165
"20862",2598146,"111B",191610,91,30978541,73292,1166,0.00376389578837816,0.00489693817407347,0.162172745487364,3.01958147120043,48.7814219466733,6.19002347758817
"20863",2598146,"111B",272519,91,30978541,95688,38,0.000122665557425703,0.00489693817407347,0.162172745487364,3.01958147120043,48.7814219466733,6.19002347758817
"20872",2598147,"111B",191611,91,30978541,73310,635,0.0020498060254032,0.0020498060254032,0.0619843117532682,3.30697553529764,96.5908513102648,3.42369436694902
"20876",2598148,"111B",191612,91,30978541,73290,1086,0.0035056525095872,0.0035056525095872,0.0785884675578377,4.46077219536975,94.6244935106028,4.71418343166076
"21127",2598194,"111B",191630,91,30978541,73933,1455,0.00469679963301048,0.00528753113324478,0.291573504171763,1.81344705797751,40.9517630726589,4.42825148885531
"21128",2598194,"111B",188649,91,30978541,83527,183,0.000590731500234307,0.00528753113324478,0.291573504171763,1.81344705797751,40.9517630726589,4.42825148885531
"21733",2621722,"111B",172162,91,30978541,84872,277,0.000894167352813678,0.000894167352813678,0.0178002987715137,5.02332777832156,82.867152047594,6.06190469226751
"22205",2622723,"111B",170695,91,30978541,97366,30,9.68412295466078e-05,0.0191100026305306,2.30126269491544,0.830413784256508,99.1695862157435,0.837367398559012
"22206",2622723,"111B",168206,91,30978541,83761,2369,0.00764722909319713,0.0191100026305306,2.30126269491544,0.830413784256508,99.1695862157435,0.837367398559012
"22207",2622723,"111B",168120,91,30978541,96599,3521,0.0113659323077869,0.0191100026305306,2.30126269491544,0.830413784256508,99.1695862157435,0.837367398559012
"22255",2623883,"111C",186986,90,7419931,82786,53,0.000714292356627036,0.000714292356627036,4.00422831258446,0.0178384522776127,70.7257188550729,0.0252220162147326
"22272",2623884,"111C",186987,90,7419931,83638,74,0.000997313856422654,0.000997313856422654,1.58111073059271,0.0630767875472447,67.6193868392446,0.0932821051708154
"22379",2625789,"111C",188629,90,7419931,83749,38,0.000512134142487309,0.000512134142487309,0.26710291474952,0.191736635658795,61.7766519033321,0.31037071409895
"22408",2645681,"111B",169093,91,30978541,83692,159,0.000513258516597021,0.000513258516597021,3.82198804013082,0.0134290979251587,99.9865709020748,0.0134309015740833
"22983",2656782,"111C",2481958,90,7419931,82689,1056,0.0142319382754368,0.0149327534177878,0.550453846526303,2.71280753364202,97.287192466358,2.78845289381756
"22984",2656782,"111C",162589,90,7419931,94984,52,0.000700815142351054,0.0149327534177878,0.550453846526303,2.71280753364202,97.287192466358,2.78845289381756
"22989",2656783,"111B",162590,91,30978541,95196,13,4.196453280353e-05,4.196453280353e-05,1.53479047920454,0.0027342189941965,85.2819879588386,0.00320609200094652
"22990",2656783,"111C",162590,90,7419931,94962,2511,0.0338412850469903,0.0819279855836934,1.53479047920454,5.33805667247528,85.2819879588386,6.2593014072933
"22992",2656783,"111C",2481963,90,7419931,82733,3057,0.0411998440416764,0.0819279855836934,1.53479047920454,5.33805667247528,85.2819879588386,6.2593014072933
"23002",2656784,"111B",162591,91,30978541,96092,12,3.87364918186431e-05,3.87364918186431e-05,0.311876251653827,0.0124204685715023,76.0830581317511,0.016324880829572
"23038",2656788,"111",163581,79,60797146,94489,4113,0.00676512019166163,0.00843131682529966,3.27076396274916,0.257778210880523,81.5389093051655,0.316141352732312
"23039",2656788,"111",184994,79,60797146,95119,1013,0.00166619663363803,0.00843131682529966,3.27076396274916,0.257778210880523,81.5389093051655,0.316141352732312
"23040",2656788,"111C",184994,90,7419931,95317,204,0.00274935171230029,0.00274935171230029,3.27076396274916,0.084058395641286,81.5389093051655,0.103089919104376
"23049",2656789,"111B",162567,91,30978541,95186,105,0.000338944303413127,0.000338944303413127,1.53671388598385,0.0220564352612799,44.6539164713503,0.0493941786168549
"23294",2656819,"111C",165372,90,7419931,82509,87,0.00117251764201042,0.00117251764201042,0.11708567246156,1.00141854879414,57.0949218633816,1.75395379503341
"23311",2656821,"111",184937,79,60797146,95296,1181,0.00194252539420189,0.004538041966641,2.62360539227758,0.172969684389216,83.3440640462717,0.207536897040665
"23312",2656821,"111",163588,79,60797146,94478,1578,0.00259551657243911,0.004538041966641,2.62360539227758,0.172969684389216,83.3440640462717,0.207536897040665
"23313",2656821,"111C",184937,90,7419931,95082,735,0.00990575249284663,0.0167252229164934,2.62360539227758,0.637490034352081,83.3440640462717,0.764889547500533
"23325",2656823,"111C",186962,90,7419931,82778,272,0.00366580228306705,0.00366580228306705,0.473676249839408,0.773904599251046,98.7973418797146,0.783325324878955
"23336",2656824,"111",163631,79,60797146,94565,4,6.57925620390141e-06,0.134111558460326,8.48783614242948,1.58004415035679,54.4646766670568,2.90104384538188
"23337",2656824,"111",184959,79,60797146,95208,1267,0.00208397940258577,0.134111558460326,8.48783614242948,1.58004415035679,54.4646766670568,2.90104384538188
"23338",2656824,"111",161853,79,60797146,94608,80265,0.132020999801537,0.134111558460326,8.48783614242948,1.58004415035679,54.4646766670568,2.90104384538188
"23339",2656824,"111C",184959,90,7419931,95087,2642,0.0356068001171439,0.0365502051164627,8.48783614242948,0.43061864653293,54.4646766670568,0.790638397002349
"23340",2656824,"111C",161853,90,7419931,95437,70,0.000943404999318727,0.0365502051164627,8.48783614242948,0.43061864653293,54.4646766670568,0.790638397002349
"23354",2656825,"111",161342,79,60797146,94398,1994,0.00327975921764485,0.0035100331847814,3.38814346627074,0.10359753710916,51.8489412736139,0.19980646579158
"23355",2656825,"111",184919,79,60797146,95125,52,8.55303306507184e-05,0.0035100331847814,3.38814346627074,0.10359753710916,51.8489412736139,0.19980646579158
"23356",2656825,"111",163483,79,60797146,94534,88,0.000144743636485831,0.0035100331847814,3.38814346627074,0.10359753710916,51.8489412736139,0.19980646579158
"23359",2656825,"111B",162556,91,30978541,95192,77,0.000248559155836293,0.00624948734674109,3.38814346627074,0.184451674167734,51.8489412736139,0.355748197816341
"23602",2657309,"111B",160871,91,30978541,95898,394,0.00127184814804545,0.00127184814804545,1.35417510302943,0.0939205088913679,41.1171073336304,0.228421975625091
"23627",2657311,"111",161356,79,60797146,94396,8181,0.0134562237510294,0.0147194409421784,1.66706960610229,0.882952990582884,74.3127316289996,1.18815843695661
"23628",2657311,"111",184940,79,60797146,95264,173,0.000284552830818736,0.0147194409421784,1.66706960610229,0.882952990582884,74.3127316289996,1.18815843695661
"23629",2657311,"111",163596,79,60797146,94541,595,0.000978664360330335,0.0147194409421784,1.66706960610229,0.882952990582884,74.3127316289996,1.18815843695661
"23646",2657312,"111",163666,79,60797146,94471,2192,0.00360543239973797,0.0648270561910916,3.94342314265878,1.64392848157256,96.2768577097209,1.7075011801165
"23647",2657312,"111",161366,79,60797146,94369,37221,0.0612216237913536,0.0648270561910916,3.94342314265878,1.64392848157256,96.2768577097209,1.7075011801165
"23649",2657312,"111C",2451242,90,7419931,94771,24,0.000323453142623563,0.0291646916932246,3.94342314265878,0.739578042684024,96.2768577097209,0.768178418238249
"23650",2657312,"111C",202287,90,7419931,82403,184,0.00247980742678065,0.0291646916932246,3.94342314265878,0.739578042684024,96.2768577097209,0.768178418238249
"23652",2657312,"111C",162582,90,7419931,95001,453,0.00610517806701976,0.0291646916932246,3.94342314265878,0.739578042684024,96.2768577097209,0.768178418238249
"23665",2657313,"111",184963,79,60797146,95161,3313,0.00544926895088135,0.0222296618989319,1.09630904361354,2.02768206906884,90.8806381343806,2.23114858202317
"23666",2657313,"111",175587,79,60797146,94664,10202,0.0167803929480506,0.0222296618989319,1.09630904361354,2.02768206906884,90.8806381343806,2.23114858202317
"23667",2657313,"111C",184963,90,7419931,95091,2216,0.0298655068355757,0.0298655068355757,1.09630904361354,2.72418685310996,90.8806381343806,2.99754371121586
"23684",2657315,"111C",612130,90,7419931,82566,509,0.00685990206647474,0.00685990206647474,0.701353035771364,0.97809544075475,81.6522152110482,1.19787985938489
"23689",2657316,"111C",612665,90,7419931,82563,292,0.00393534656858669,0.00393534656858669,0.733120446534578,0.536793999838481,47.6523726326884,1.12647906112917
"23697",2657317,"111C",186988,90,7419931,83641,79,0.00106469992780256,0.00106469992780256,0.621976167226214,0.171180180834056,77.7907554009497,0.220052087104384
"23749",2661080,"111B",169069,91,30978541,83609,4,1.29121639395477e-05,1.29121639395477e-05,1.96025653727539,0.000658697659924382,96.3972262978836,0.000683315988666412
"23791",2661090,"111B",2393220,91,30978541,97004,806,0.00260180103381886,0.00285358823064004,6.44008031879413,0.0443098236261494,99.9556901763738,0.0443294659343194
"23792",2661090,"111B",168449,91,30978541,84170,78,0.00025178719682118,0.00285358823064004,6.44008031879413,0.0443098236261494,99.9556901763738,0.0443294659343194
"23806",2661092,"111B",2436883,91,30978541,96491,6955,0.0224510250498886,0.0678405093383836,7.47427997914301,0.907652770938373,99.0923472290616,0.915966566863378
"23807",2661092,"111B",2399605,91,30978541,96619,9830,0.0317316428814385,0.0678405093383836,7.47427997914301,0.907652770938373,99.0923472290616,0.915966566863378
"23808",2661092,"111B",2399587,91,30978541,96984,3,9.68412295466078e-06,0.0678405093383836,7.47427997914301,0.907652770938373,99.0923472290616,0.915966566863378
"23809",2661092,"111B",2398583,91,30978541,97317,1930,0.00623011910083177,0.0678405093383836,7.47427997914301,0.907652770938373,99.0923472290616,0.915966566863378
"23810",2661092,"111B",171907,91,30978541,96739,2298,0.00741803818327016,0.0678405093383836,7.47427997914301,0.907652770938373,99.0923472290616,0.915966566863378
"23824",2661093,"111B",2399606,91,30978541,96625,5806,0.0187420059582535,0.0187420059582535,3.6426806747625,0.514511362143361,99.4854886378566,0.517172272245921
"23837",2662380,"111B",168454,91,30978541,84147,24,7.74729836372862e-05,0.00816371565077903,3.19085031954627,0.255847652920927,72.6288438611899,0.352267280214331
"23838",2662380,"111B",169568,91,30978541,84980,504,0.00162693265638301,0.00816371565077903,3.19085031954627,0.255847652920927,72.6288438611899,0.352267280214331
"23839",2662380,"111B",170653,91,30978541,97281,136,0.000439013573944622,0.00816371565077903,3.19085031954627,0.255847652920927,72.6288438611899,0.352267280214331
"23840",2662380,"111B",169094,91,30978541,83751,128,0.000413189246065526,0.00816371565077903,3.19085031954627,0.255847652920927,72.6288438611899,0.352267280214331
"23841",2662380,"111B",168171,91,30978541,83746,1444,0.00466129118217672,0.00816371565077903,3.19085031954627,0.255847652920927,72.6288438611899,0.352267280214331
"23842",2662380,"111B",2508741,91,30978541,73416,293,0.000945816008571869,0.00816371565077903,3.19085031954627,0.255847652920927,72.6288438611899,0.352267280214331
"24294",2671639,"111B",191646,91,30978541,73306,10700,0.0345400385382901,0.0475070791745809,0.625020739264707,7.60088044925831,91.0960869020721,8.34380565372607
"24295",2671639,"111B",188515,91,30978541,73364,4017,0.0129670406362908,0.0475070791745809,0.625020739264707,7.60088044925831,91.0960869020721,8.34380565372607
"24330",2671643,"111B",188523,91,30978541,73557,67,0.000216278745987424,0.000216278745987424,0.0311695867459089,0.693877489459533,98.1091628815449,0.70725044336308
"24544",2676836,"111B",188516,91,30978541,73372,1710,0.00551995008415664,0.00551995008415664,0.0976248281286362,5.65424819686569,93.297129886161,6.0604738899952
"24548",2676837,"111B",188517,91,30978541,73404,4015,0.012960584554321,0.0368577719654389,0.370817284564738,9.93960462460704,88.7180815990897,11.2035838077782
"24549",2676837,"111B",191647,91,30978541,73302,7403,0.0238971874111179,0.0368577719654389,0.370817284564738,9.93960462460704,88.7180815990897,11.2035838077782
"24559",2676838,"111B",188616,91,30978541,83513,688,0.0022208921976022,0.0275319615601006,0.490804463337018,5.60955810648269,93.9038978581263,5.97372232083255
