"ncnesoil30m","MLRA.value","LRU","MLRA.total","Value","Count","percentmlra","mu.total","affinity","best","ofbest","compname","coiid","dmuiid","nationalmusym","muname","majcompflag","comppct_r","taxorder","taxsubgrp","taxclname","drainagecl","slope_r","carbdepth","rockdepth","T150_sand","T150_clay","T150_OM","T50_sand","T50_pH","flood","humicdepth","pmkind","pmorigin","landform_string","hydricrating","Bhs","Water_Table","Site","Site111"
192031,60,"98A1",36997771,53108,22100,0.0597333282591538,0.0599790199417532,99.5903706281996,99.5903706281996,100,"Houghton",2246283,692368,"2t6m2","Houghton muck, disintegration moraine, 0 to 2 percent slopes",TRUE,85,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0.5,250,250,0,0,74,0,5.87999992370605,"none",200,"organic, herbaceous material",,"depression & moraine","yes","no",0,"M2 Mucky Depression","Deep Muck"
192032,60,"98A1",36997771,53194,2329,0.0062949738242339,0.0062949738242339,100,100,100,"Willette",1846603,553071,"6ftl","Hoytville silt loam",FALSE,2,"histosols","terric haplosaprists","Clayey, illitic, euic, mesic Terric Haplosaprists","very poorly",0,250,250,14.7593334833781,37.3333333333333,39.63,10,6.30000019073486,"none",91,"organic, unspecified & till, unspecified",,"depression & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
192033,60,"98A1",36997771,53143,2869,0.00775452121156164,0.00775452121156164,100,100,100,"Willette",1846607,553072,"6ftm","Hoytville silty clay loam",FALSE,2,"histosols","terric haplosaprists","Clayey, illitic, euic, mesic Terric Haplosaprists","very poorly",0,250,250,14.7593334833781,37.3333333333333,39.63,10,6.30000019073486,"none",91,"organic, unspecified & till, unspecified",,"depression & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
192052,60,"98A1",36997771,53334,19296,0.0521544933071779,0.0684838905080944,76.1558563922613,76.1558563922613,100,"Lupton",1846639,553094,"6fv7","Lupton muck",TRUE,100,"histosols","typic haplosaprists","Euic, frigid Typic Haplosaprists","very poorly",0,250,250,10,31.1,65,10,7.59999990463257,"none",203,"organic, woody material",,"till plain & moraine & swamp & drainageway","yes","no",0,"M2 Mucky Depression","Deep Muck"
192122,60,"98A1",36997771,53165,17842,0.0482245268235213,0.0521775113436036,92.4239688358252,92.4239688358252,100,"Timakwa",2106605,635178,"6fxh","Mussey-Gilford sandy loams",FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,49.33,19.48,40.73,10,6.76000019073486,"none",81,"organic, woody material & glaciofluvial deposits",,"depression & outwash plain & lake plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
192134,60,"98A1",36997771,53219,14192,0.0383590676313987,0.0383590676313987,100,100,100,"Willette",1846826,553215,"6fxw","Paulding clay",FALSE,5,"histosols","terric haplosaprists","Clayey, illitic, euic, mesic Terric Haplosaprists","very poorly",0,250,250,14.7593334833781,37.3333333333333,39.63,10,6.30000019073486,"none",91,"organic, unspecified & till, unspecified",,"depression & lake plain & swamp","yes","no",0,"M2 Mucky Depression","Mineral Muck"
192136,60,"98A1",36997771,53179,1603,0.00433269344793772,0.00831501431437544,52.1068669773318,52.1068669773318,100,"Palms",2246288,692366,"2t6lz","Pewamo clay loam, 0 to 2 percent slopes",FALSE,3,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0.5,89,250,13.8266666666667,13.42,38.77,0,5.69999980926514,"none",89,"organic, herbaceous material & drift",,"depression & moraine","yes","no",0,"M2 Mucky Depression","Mineral Muck"
192152,60,"98A1",36997771,66210,1297,0.00350561659511866,0.00350561659511866,100,100,100,"Timakwa",2106608,635179,"6fyg","Spinks loamy sand, 0 to 2 percent slopes",FALSE,2,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,49.33,19.48,40.73,10,6.76000019073486,"none",81,"organic, woody material & glaciofluvial deposits",,"outwash plain & swale & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
272599,60,"98A1",36997771,82899,36851,0.0996032977229899,0.173121501598471,57.5337533485614,57.5337533485614,100,"Adrian",2393899,754782,"2w5lx","Gilford sandy loam, 0 to 2 percent slopes, gravelly subsoil",FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & glacial drainage channel & glacial drainage channel & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
272600,60,"98A1",36997771,82946,4333,0.0117115163505391,0.0185309867741859,63.1996368744567,63.1996368744567,100,"Adrian",2505117,754818,"2w5mx","Granby loamy fine sand, 0 to 2 percent slopes",FALSE,2,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
604522,60,"98A1",36997771,82225,65,0.000175686259585746,0.000175686259585746,100,100,100,"Adrian",286078,152938,"n91q","Edselton muck, undrained, 0 to 1 percent slopes",FALSE,5,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,37.9733333333333,2.13333333333333,43.1280000050863,0,6.5,"none",86,"organic, herbaceous material & outwash",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
604522,60,"98A1",36997771,82225,65,0.000175686259585746,0.000175686259585746,100,100,100,"Houghton",286079,152938,"n91q","Edselton muck, undrained, 0 to 1 percent slopes",FALSE,5,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,0,75,0,6.5,"none",203,"organic, herbaceous material",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Deep Muck"
604522,60,"98A1",36997771,82225,65,0.000175686259585746,0.000175686259585746,100,100,100,"Edwards",286075,152938,"n91q","Edselton muck, undrained, 0 to 1 percent slopes",FALSE,5,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0.5,61,250,10.0866666666667,10.68,36.4333333333333,0,6.5,"none",203,"organic, herbaceous material & marl",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
604522,60,"98A1",36997771,82225,65,0.000175686259585746,0.000175686259585746,100,100,100,"Edselton",244742,152938,"n91q","Edselton muck, undrained, 0 to 1 percent slopes",TRUE,70,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",1,53,250,25.3666666666667,8.65333333333333,31.1560000022252,0,6.5,"none",122,"organic, herbaceous material & marl & outwash",,"depression & lake plain & till plain & outwash plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
614146,60,"98A1",36997771,82136,2010,0.0054327597194977,0.0054327597194977,100,100,100,"Adrian",2393903,754785,"2w5ly","Gilford mucky sandy loam, 0 to 1 percent slopes, gravelly subsoil",FALSE,7,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,37.9733333333333,2.13333333333333,43.1280000050863,0,6.73,"none",86,"organic, herbaceous material & outwash",,"depression & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
625188,60,"98A1",36997771,82255,51,0.000137846142136509,0.000137846142136509,100,100,100,"Toto",286258,154145,"nzkc","Moston muck, undrained, 0 to 1 percent slopes",FALSE,5,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,61,250,35.9466666666667,3.22666666666667,35.8416666666667,0,6.5,"none",97,"organic, herbaceous material & coprogenic material & marl & outwash",,"depression & outwash plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
625188,60,"98A1",36997771,82255,51,0.000137846142136509,0.000137846142136509,100,100,100,"Moston",282133,154145,"nzkc","Moston muck, undrained, 0 to 1 percent slopes",TRUE,75,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,61,250,18.1733333333333,0.386666666666667,44.5580000023047,0,6.5,"none",121,"organic, herbaceous material & coprogenic material & outwash",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
625188,60,"98A1",36997771,82255,51,0.000137846142136509,0.000137846142136509,100,100,100,"Muskego",286256,154145,"nzkc","Moston muck, undrained, 0 to 1 percent slopes",FALSE,5,"histosols","limnic haplosaprists","Coprogenous, euic, mesic Limnic Haplosaprists","very poorly",1,69,250,0,0,53.4,0,6.5,"none",203,"organic, herbaceous material & coprogenic material",,"depression & lake plain & outwash plain & till plain","yes","no",0,"M2 Mucky Depression","Limnic Muck"
1412907,60,"98A1",36997771,65022,2397,0.00647876868041591,0.00647876868041591,100,100,100,"Histosols",1306086,468789,"1jf7n","Aquents and Histosols, ponded",TRUE,49,"histosols",,"Histosols","very poorly",1,250,250,0,0,82.5,0,,"none",130,,,"depression & marsh","yes","no",0,"M2 Mucky Depression","Deep Muck"
1416080,60,"98A1",36997771,73077,2703,0.00730584553323496,0.00730584553323496,100,100,100,"Histosols",1311883,470031,"1jjk0","Aquents and Histosols ponded",TRUE,49,"histosols",,"Histosols","very poorly",1,250,250,0,0,82.5,0,,"none",130,"organic, herbaceous material",,"marsh & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2386582,60,"98A1",36997771,65340,58262,0.157474351630535,0.171958226018168,91.5770971107231,91.5770971107231,100,"Linwood",2396987,755300,"2w64m","Brookston loam, dense substratum, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,20.81,29.8,40.615,10,6.30000019073486,"none",81,"organic, woody material & till, unspecified",,"moraine & depression & till plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2393950,60,"98A1",36997771,65329,118324,0.319813861218829,0.489858473071894,65.2869918148565,65.2869918148565,100,"Linwood",2396987,755300,"2w64m","Brookston loam, dense substratum, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,20.81,29.8,40.615,10,6.30000019073486,"none",81,"organic, woody material & till, unspecified",,"moraine & depression & till plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2394485,60,"98A1",36997771,65656,278,0.000751396617920577,0.000751396617920577,100,100,100,"Edwards",2528248,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",FALSE,2,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
2394485,60,"98A1",36997771,65656,278,0.000751396617920577,0.000751396617920577,100,100,100,"Adrian",2528246,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",TRUE,92,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,32.6453330485026,0,5.61999988555908,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2394485,60,"98A1",36997771,65656,278,0.000751396617920577,0.000751396617920577,100,100,100,"Houghton",2528250,754826,"2rfgz","Adrian muck, 0 to 1 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2396655,60,"98A1",36997771,53094,522,0.00141089580775015,0.00141089580775015,100,100,100,"Carlisle",1845848,552672,"2lfxg","Carlisle muck",TRUE,97,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"ground moraine & glacial drainage channel & flat","yes","no",0,"M2 Mucky Depression","Deep Muck"
2410028,60,"98A1",36997771,66459,127,0.000343263922575228,0.000343263922575228,100,100,100,"Adrian",1846347,552897,"2lwtv","Adrian muck",TRUE,100,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,250,250,51.2426659138997,22.7333333333333,38.1233333333333,10,6.58000011444092,"none",76,"organic, herbaceous material & glaciofluvial deposits",,"depression & depression & drainageway & lake plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2420040,60,"98A1",36997771,66509,342,0.000924380011974235,0.000924380011974235,100,100,100,"Carlisle",1845987,552722,"2m77t","Edwards muck",FALSE,5,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"depression & till-floored lake plain & moraine & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2420040,60,"98A1",36997771,66509,342,0.000924380011974235,0.000924380011974235,100,100,100,"Edwards",1845986,552722,"2m77t","Edwards muck",TRUE,95,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",1,56,250,15.64,19.48,35.8133333333333,10,7.59999990463257,"none",203,"organic, herbaceous material & marl",,"depression & lake plain & moraine & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
2420045,60,"98A1",36997771,66490,2749,0.00743017734771103,0.00743017734771103,100,100,100,"Houghton",271961,146648,"2m77z","Houghton and Adrian mucks",TRUE,55,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,10,26,87.1666666666667,10,6.19999980926514,"none",152,"organic, herbaceous material",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2420045,60,"98A1",36997771,66490,2749,0.00743017734771103,0.00743017734771103,100,100,100,"Adrian",271962,146648,"2m77z","Houghton and Adrian mucks",TRUE,35,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,76,250,50.5026659138997,23.2266666666667,41.9233333333333,10,6.5,"none",76,"organic, herbaceous material & glaciofluvial deposits",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2420049,60,"98A1",36997771,66424,1725,0.0046624430428525,0.0046624430428525,100,100,100,"Carlisle",2429834,692378,"2t6mj","Carlisle muck, disintegration moraine, 0 to 2 percent slopes",TRUE,85,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0.5,250,250,0,0,80,0,5.87999992370605,"none",200,"organic, herbaceous material & organic, woody material",,"depression & moraine","yes","no",0,"M2 Mucky Depression","Deep Muck"
2420049,60,"98A1",36997771,66424,1725,0.0046624430428525,0.0046624430428525,100,100,100,"Linwood",2429836,692378,"2t6mj","Carlisle muck, disintegration moraine, 0 to 2 percent slopes",FALSE,9,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0.5,64,250,16.0533333333333,11.4666666666667,28.02,0,5.69999980926514,"none",64,"organic, herbaceous material & organic, woody material & till, unspecified",,"depression & moraine","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2423373,60,"98A1",36997771,66516,47,0.000127034680008155,0.000127034680008155,100,100,100,"Houghton",848758,146633,"2mbqb","Spinks loamy sand, 0 to 6 percent slopes",FALSE,3,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,10,26,87.1666666666667,10,6.19999980926514,"none",152,"organic, herbaceous material",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2423661,60,"98A1",36997771,66574,221,0.000597333282591538,0.000597333282591538,100,100,100,"Carlisle",1845847,552671,"2mc0m","Carlisle and Linwood mucks",TRUE,60,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"ground moraine & glacial drainage channel & flat","yes","no",0,"M2 Mucky Depression","Deep Muck"
2423661,60,"98A1",36997771,66574,221,0.000597333282591538,0.000597333282591538,100,100,100,"Linwood",1845846,552671,"2mc0m","Carlisle and Linwood mucks",TRUE,40,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,28.4,23.4,40.615,10,6.60000019073486,"none",81,"organic, woody material & till, unspecified",,"flat & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2423764,60,"98A1",36997771,66596,62,0.000167577662989481,0.000167577662989481,100,100,100,"Houghton",848762,146643,"2mc3y","Sisson fine sandy loam, 1 to 6 percent slopes",FALSE,1,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,10,26,87.1666666666667,10,6.19999980926514,"none",152,"organic, herbaceous material",,"moraine & till plain & outwash plain & depression & depression & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2423818,60,"98A1",36997771,66605,73,0.000197309183842454,0.000197309183842454,100,100,100,"Carlisle",1845847,552671,"2mc5p","Carlisle and Linwood mucks",TRUE,60,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"ground moraine & glacial drainage channel & flat","yes","no",0,"M2 Mucky Depression","Deep Muck"
2423818,60,"98A1",36997771,66605,73,0.000197309183842454,0.000197309183842454,100,100,100,"Linwood",1845846,552671,"2mc5p","Carlisle and Linwood mucks",TRUE,40,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,28.4,23.4,40.615,10,6.60000019073486,"none",81,"organic, woody material & till, unspecified",,"flat & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2423824,60,"98A1",36997771,66606,64,0.000172983394053658,0.000172983394053658,100,100,100,"Tawas",1819020,547444,"2mc5w","Fox-Boyer complex, 18 to 25 percent slopes",FALSE,3,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,45,250,68.5199989318848,15.5,22.675,18.3599998474121,7.05999999046326,"none",45,"organic, unspecified & glaciofluvial deposits & outwash",,"depression & till plain & moraine & lake plain & outwash plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2423835,60,"98A1",36997771,66609,100,0.000270286553208841,0.000270286553208841,100,100,100,"Tawas",1818887,547418,"2mc67","Boyer-Oshtemo loamy sands, 2 to 6 percent slopes",FALSE,2,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,45,250,68.5199989318848,15.5,22.675,18.3599998474121,7.05999999046326,"none",45,"organic, unspecified & glaciofluvial deposits & outwash",,"depression & till plain & moraine & lake plain & outwash plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2423840,60,"98A1",36997771,65670,14,3.78401174492377e-05,3.78401174492377e-05,100,100,100,"Tawas",1818893,547419,"2mc6d","Boyer-Oshtemo loamy sands, 6 to 12 percent slopes",FALSE,2,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,45,250,68.5199989318848,15.5,22.675,18.3599998474121,7.05999999046326,"none",45,"organic, unspecified & glaciofluvial deposits & outwash",,"depression & till plain & moraine & lake plain & outwash plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2424375,60,"98A1",36997771,65659,127,0.000343263922575228,0.000343263922575228,100,100,100,"Linwood",1845846,552671,"2mcrn","Carlisle and Linwood mucks",TRUE,40,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,28.4,23.4,40.615,10,6.60000019073486,"none",81,"organic, woody material & till, unspecified",,"flat & glacial drainage channel","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2424375,60,"98A1",36997771,65659,127,0.000343263922575228,0.000343263922575228,100,100,100,"Carlisle",1845847,552671,"2mcrn","Carlisle and Linwood mucks",TRUE,60,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,10,28.8,75,10,6.30000019073486,"none",203,"organic, herbaceous material & organic, woody material",,"ground moraine & glacial drainage channel & flat","yes","no",0,"M2 Mucky Depression","Deep Muck"
2424463,60,"98A1",36997771,65639,144,0.000389212636620731,0.000389212636620731,100,100,100,"Houghton",2528429,796923,"2x2st","Palms muck, 0 to 1 percent slopes",FALSE,2,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,74,0,5.92000007629395,"none",203,"organic, herbaceous material",,"moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & moraine & drainageway & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2424463,60,"98A1",36997771,65639,144,0.000389212636620731,0.000389212636620731,100,100,100,"Palms",2528427,796923,"2x2st","Palms muck, 0 to 1 percent slopes",TRUE,92,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2424463,60,"98A1",36997771,65639,144,0.000389212636620731,0.000389212636620731,100,100,100,"Edwards",2528432,796923,"2x2st","Palms muck, 0 to 1 percent slopes",FALSE,1,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"moraine & glacial drainage channel & outwash plain & lakebed (relict) & lakebed (relict) & lakebed (relict)","yes","no",0,"M2 Mucky Depression","Limnic Muck"
2424470,60,"98A1",36997771,65625,927,0.00250555634824595,0.00250555634824595,100,100,100,"Houghton",2528241,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,79.3599975585937,0,5.92000007629395,"none",203,"organic, herbaceous material",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2424470,60,"98A1",36997771,65625,927,0.00250555634824595,0.00250555634824595,100,100,100,"Palms",2528255,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,2,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,71,250,13.1666666666667,5.26666666666667,21.8966666666667,0,5.34600014686584,"none",71,"organic, herbaceous material & drift",,"moraine & outwash plain & till plain & depression & depression & depression & swamp & swamp & swamp & drainageway & drainageway & drainageway","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2424470,60,"98A1",36997771,65625,927,0.00250555634824595,0.00250555634824595,100,100,100,"Edwards",2528253,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,3,"histosols","limnic haplosaprists","Marly, euic, mesic Limnic Haplosaprists","very poorly",0,23,250,11.2,9.52,41.82,0,5.87799989700317,"none",203,"organic, herbaceous material & marl",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Limnic Muck"
2424470,60,"98A1",36997771,65625,927,0.00250555634824595,0.00250555634824595,100,100,100,"Adrian",2528252,754825,"2rfgy","Houghton muck, 0 to 1 percent slopes",FALSE,4,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",0,86,250,38.4,1.28,32.6453330485026,0,5.61999988555908,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"depression & moraine & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2437765,60,"98A1",36997771,65789,622,0.00168118236095899,0.00168118236095899,100,100,100,"Carlisle",2393982,754801,"2w5mf","Carlisle muck, 0 to 2 percent slopes",TRUE,90,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",1,250,250,0,0,77.8,0,5.93200006484985,"none",203,"organic, woody material",,"moraine & depression & glacial drainage channel & depression & outwash plain & depression & depression & till plain","yes","no",0,"M2 Mucky Depression","Deep Muck"
2437765,60,"98A1",36997771,65789,622,0.00168118236095899,0.00168118236095899,100,100,100,"Adrian",2393986,754801,"2w5mf","Carlisle muck, 0 to 2 percent slopes",FALSE,2,"histosols","terric haplosaprists","Sandy or sandy-skeletal, mixed, euic, mesic Terric Haplosaprists","very poorly",1,86,250,38.4,1.28,26.4453333536784,0,5.34000015258789,"none",86,"organic, herbaceous material & glaciofluvial deposits",,"moraine & depression & drainageway & glacial drainage channel & drainageway & outwash plain & drainageway & depression & outwash plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2437765,60,"98A1",36997771,65789,622,0.00168118236095899,0.00168118236095899,100,100,100,"Linwood",2393990,754801,"2w5mf","Carlisle muck, 0 to 2 percent slopes",FALSE,4,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,81,250,20.81,29.8,40.615,10,6.30000019073486,"none",81,"organic, woody material & till, unspecified",,"moraine & depression & depression & till plain","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2437767,60,"98A1",36997771,65786,52,0.000140549007668597,0.000140549007668597,100,100,100,"Linwood",1845821,552660,"2mtpn","Linwood muck",TRUE,95,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,81,250,20.81,29.8,40.615,10,6.30000019073486,"none",81,"organic, woody material & till, unspecified",,"till-floored lake plain & till plain & depression & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2437774,60,"98A1",36997771,65784,119,0.00032164099831852,0.00032164099831852,100,100,100,"Linwood",2533303,755312,"2w650","Wawasee loam, 2 to 6 percent slopes",FALSE,1,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",0,81,250,20.81,29.8,40.615,10,6.30000019073486,"none",81,"organic, woody material & till, unspecified",,"end moraine & ground moraine & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
2437775,60,"98A1",36997771,65800,59,0.000159469066393216,0.000159469066393216,100,100,100,"Carlisle",2533315,755314,"2w652","Wawasee loam, 6 to 12 percent slopes",FALSE,1,"histosols","typic haplosaprists","Euic, mesic Typic Haplosaprists","very poorly",0,250,250,0,0,77.8,0,5.93200006484985,"none",203,"organic, woody material",,"end moraine & ground moraine & depression","yes","no",0,"M2 Mucky Depression","Deep Muck"
2437779,60,"98A1",36997771,65757,3631,0.009814104747013,0.009814104747013,100,100,100,"Linwood",2396980,755299,"2w64l","Brookston loam, 0 to 2 percent slopes",FALSE,1,"histosols","terric haplosaprists","Loamy, mixed, euic, mesic Terric Haplosaprists","very poorly",1,81,250,20.81,29.8,40.615,10,6.30000019073486,"none",81,"organic, woody material & till, unspecified",,"moraine & depression & till plain & depression","yes","no",0,"M2 Mucky Depression","Mineral Muck"
